Vatten_ID,EU_CD,AdmUnit,WaterCategory,Region,Type,WB_name,RiverCatchmentSize,RiverSlope,LakeDepthCategory,LakeAlkalinity,LakeHumus,CoastDepthCategory,CoastStratification,CoastSalinity,CoastExposure,CoastResidenceTime,CoastSediment,CoastIceCover,LakeAltitude,AreaAgriculturePct,TPagricultureRefCond,Nutrient_loading,Organic_loading,Acidification,Harmful_substances,Hydrological_changes,Morphological_changes
WA22664774,SE552220-130920,Södra Östersjön,CW,Egentliga Östersjön,07,Ystads hamnområde,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Sand/gravel,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA22837670,SE631646-185280,Bottenhavet,CW,Bottenhavet,18,Idbyfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA22860986,SE602400-183190,Norra Östersjön,CW,Bottenhavet,16,Gällfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA23043276,SE592400-180800,Norra Östersjön,CW,Egentliga Östersjön,24,Stora Värtan,,,,,,,Partly stratified,Variable,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA23054293,SE653840-247900,Bottenviken,CW,Bottenviken,23,Knivskärsfjärden,,,,,,,Partly stratified,Variable,Exposed,<10 d,Mixed,>150 d,,,,Yes,No,No,Yes,No,No
WA23182982,SE651940-213930,Bottenviken,CW,Bottenviken,22,Haraholmsfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,Yes,No,No,Yes,No,No
WA23218237,SE583896-170790,Norra Östersjön,CW,Egentliga Östersjön,12n,Ljungskärsflagen,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,Yes
WA23330224,SE654990-224540,Bottenviken,CW,Bottenviken,22,Siknäsfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,Yes
WA23373919,SE584725-111050,Västerhavet,CW,Västerhavet,01n,Lindöfjorden sek namn,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA23409196,SE582600-163810,Södra Östersjön,CW,Egentliga Östersjön,12s,Merumsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA23431521,SE652385-214180,Bottenviken,CW,Bottenviken,22,Brändöfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,Yes,No,No,Yes,Yes,Yes
WA23967996,SE601000-183510,Norra Östersjön,CW,Bottenhavet,16,Galtfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA23971566,SE581260-113220,Västerhavet,CW,Västerhavet,02,Koljö fjord,,,,,,,Partly stratified,Polyhaline 18-30,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA23986800,SE658180-166649,Norra Östersjön,CW,Egentliga Östersjön,12n,Prästmaren,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA23986977,SE728806-179329,Bottenviken,CW,Bottenviken,22,Yttre Lulefjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,Yes,Yes
WA24010303,SE593000-190500,Norra Östersjön,CW,Egentliga Östersjön,12n,Kallskärsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA24051966,SE601204-182670,Norra Östersjön,CW,Bottenhavet,16,Mjölkfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA24081564,SE0101010201-C,Västerhavet,CW,Västerhavet,02,Idefjorden inre,,,,,,,Partly stratified,Polyhaline 18-30,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA24231186,SE583906-170998,Norra Östersjön,CW,Egentliga Östersjön,12n,Hasselöområdet,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA24322694,SE561400-161201,Södra Östersjön,CW,Egentliga Östersjön,09,S Kalmarsunds utsjövatten,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA24348954,SE593750-183962,Norra Östersjön,CW,Egentliga Östersjön,12n,Bergshamraviken,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA24378904,SE652250-213430,Bottenviken,CW,Bottenviken,22,Håkansöfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,Yes,No,No,Yes,Yes,Yes
WA24447106,SE592600-181135,Norra Östersjön,CW,Egentliga Östersjön,24,Kyrkfjärden,,,,,,,Partly stratified,Variable,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,Yes
WA24541831,SE621688-144133,Södra Östersjön,CW,Egentliga Östersjön,09,Västra Blekinge skärgårds kustvatten,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA25111012,SE582210-111880,Västerhavet,CW,Västerhavet,01n,Hovenäset området,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA25246031,SE652400-223501,Bottenviken,CW,Bottenviken,23,Norrbottens skärgårds kustvatten,,,,,,,Partly stratified,Variable,Exposed,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA25351289,SE575340-113000,Västerhavet,CW,Västerhavet,03,Marstrandsfjorden,,,,,,,Stratified,Variable,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,Yes
WA25730862,SE583160-111551,Västerhavet,CW,Västerhavet,01n,Hamburgsundsområdet,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA25781882,SE645340-211330,Bottenviken,CW,Bottenviken,22,Rösnäsfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA25960355,SE573150-165001,Södra Östersjön,CW,Egentliga Östersjön,14,Misterhults skärgårds kustvatten,,,,,,,Partly stratified,Mesohaline 6-18,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA27129983,SE591330-184225,Norra Östersjön,CW,Egentliga Östersjön,12n,Kalkkobbsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,No
WA27166226,SE573940-163560,Södra Östersjön,CW,Egentliga Östersjön,12s,Västrumsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,Yes
WA27428567,SE553757-130820,Södra Östersjön,CW,Västerhavet,06,Malmö hamnområde,,,,,,,Partly stratified,Variable,Less exposed,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA27501911,SE601660-183550,Norra Östersjön,CW,Bottenhavet,16,Ängsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA27609565,SE635660-199490,Bottenviken,CW,Bottenviken,20,Hörnefors området sek namn,,,,,,,Partly stratified,Variable,Variable,10-40 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA27917257,SE563825-161810,Södra Östersjön,CW,Egentliga Östersjön,08,Västra sjön,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA27944676,SE594000-193501,Norra Östersjön,CW,Egentliga Östersjön,15,Stockholms skärgårds s n,,,,,,,Partly stratified,Variable,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA28150138,SE584333-172895,Norra Östersjön,CW,Egentliga Östersjön,12n,Bergöområdet,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA28156862,SE656300-222750,Bottenviken,CW,Bottenviken,22,Mulöviken,,,,,,,Partly stratified,Variable,Variable,Variable,Mixed,>150 d,,,,Yes,No,No,Yes,Yes,Yes
WA28183503,SE573972-164250,Södra Östersjön,CW,Egentliga Östersjön,12s,Lökholmsdjupet,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA28341915,SE581748-112411,Västerhavet,CW,Västerhavet,01n,Saltö fjord,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA28361109,SE591655-183530,Norra Östersjön,CW,Egentliga Östersjön,12n,Våmfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA28505986,SE584600-173200,Norra Östersjön,CW,Egentliga Östersjön,12n,Gupafjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA28544560,SE622339-172190,Bottenhavet,CW,Bottenhavet,18,Sundsvallsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA28621968,SE554800-142001,Södra Östersjön,CW,Egentliga Östersjön,07,V Hanöbuktens kustvatten,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Sand/gravel,<90 d,,,,Yes,No,No,Yes,No,No
WA28693515,SE581815-164320,Södra Östersjön,CW,Egentliga Östersjön,12s,Sandfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA28732752,SE631710-188130,Bottenhavet,CW,Bottenhavet,18,Gullviksfjärden sek namn,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA28753563,SE584085-171600,Norra Östersjön,CW,Egentliga Östersjön,14,Örsbaken,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,Yes
WA29097594,SE601070-182870,Norra Östersjön,CW,Bottenhavet,16,Hargsviken,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA29111809,SE582000-115270,Västerhavet,CW,Västerhavet,02,Byfjorden,,,,,,,Partly stratified,Polyhaline 18-30,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA29250443,SE560930-150810,Södra Östersjön,CW,Egentliga Östersjön,09,Vierydfjorden,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA29871816,SE623890-178030,Bottenhavet,CW,Bottenhavet,19,S Höga kustens kustvatten,,,,,,,Partly stratified,High oligohaline 3-6,Exposed,<10 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA30021318,SE582665-111706,Västerhavet,CW,Västerhavet,01n,Hunnebostrand skärgård,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA30288189,SE631460-185000,Bottenhavet,CW,Bottenhavet,18,Dekarsöfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA30569070,SE591760-181955,Norra Östersjön,CW,Egentliga Östersjön,12n,Baggensfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA30593473,SE560700-155801,Södra Östersjön,CW,Egentliga Östersjön,09,S v s Kalmarsunds kustvatten,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA30700384,SE654560-246250,Bottenviken,CW,Bottenviken,22,Haparandafjärden sek namn,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,Yes,No,No,Yes,No,Yes
WA30868379,SE652000-214000,Bottenviken,CW,Bottenviken,22,Mjoöfjärden sek namn,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA31332676,SE593500-190000,Norra Östersjön,CW,Egentliga Östersjön,12n,Svartlögafjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA31793085,SE573100-115580,Västerhavet,CW,Västerhavet,01s,Skörvallaviken,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA32024451,SE583730-162500,Södra Östersjön,CW,Egentliga Östersjön,13,Svensksundsviken,,,,,,,Partly stratified,Variable,Sheltered,10-40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA32108464,SE573500-163900,Södra Östersjön,CW,Egentliga Östersjön,12s,Skälöfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,No
WA32259440,SE580585-164720,Södra Östersjön,CW,Egentliga Östersjön,12s,Yttre Valdemarsviken,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA32316676,SE572838-115515,Västerhavet,CW,Västerhavet,01s,Låddholmsviken,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA32437375,SE562000-162271,Södra Östersjön,CW,Egentliga Östersjön,09,Ö s Kalmarsunds kustvatten,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA32471796,SE570730-163715,Södra Östersjön,CW,Egentliga Östersjön,08,Taktöområdet sek namn,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA32476518,SE562050-160820,Södra Östersjön,CW,Egentliga Östersjön,09,M v s Kalmarsunds kustvatten,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA32527968,SE582230-112255,Västerhavet,CW,Västerhavet,01n,Åbyfjorden,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA32785474,SE582590-165000,Södra Östersjön,CW,Egentliga Östersjön,12s,Rimmöfjärden sek namn,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA32815758,SE572205-163500,Södra Östersjön,CW,Egentliga Östersjön,08,Fågelöfjärden,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,No
WA32969083,SE632090-190370,Bottenhavet,CW,Bottenhavet,19,Ällöviken,,,,,,,Partly stratified,High oligohaline 3-6,Exposed,<10 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA33043313,SE572980-115576,Västerhavet,CW,Västerhavet,01s,Stallviken,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA33184982,SE0101010301-C,Västerhavet,CW,Västerhavet,01n,Singlefjorden,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA33268814,SE560790-145850,Södra Östersjön,CW,Egentliga Östersjön,08,Tärnöfjärden sek namn,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA33313635,SE592640-184500,Norra Östersjön,CW,Egentliga Östersjön,12n,Träsköfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,No
WA33342011,SE584820-172920,Norra Östersjön,CW,Egentliga Östersjön,12n,Gunnarbofjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA33507043,SE583625-111300,Västerhavet,CW,Västerhavet,01n,Fjällbacka yttre skärgård,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA33608717,SE652830-222116,Bottenviken,CW,Bottenviken,22,Västantillfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA33618420,SE560940-151740,Södra Östersjön,CW,Egentliga Östersjön,08,Ronnebyfjärden,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA33864561,SE584840-175400,Norra Östersjön,CW,Egentliga Östersjön,12n,Konabbsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA33871103,SE630760-183315,Bottenhavet,CW,Bottenhavet,18,Näskefjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA33917743,SE652066-214400,Bottenviken,CW,Bottenviken,22,Storfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,Yes
WA34139141,SE594000-190500,Norra Östersjön,CW,Egentliga Östersjön,12n,Gräsköfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA34434970,SE605660-172380,Bottenhavet,CW,Bottenhavet,17,S S M Bottenhavets kustvatten,,,,,,,Partly stratified,Variable,Exposed,<10 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA34467650,SE601310-183700,Norra Östersjön,CW,Bottenhavet,16,Raggaröfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA34827948,SE571720-120640,Västerhavet,CW,Västerhavet,01s,Vändelsöarkipelagen,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA35006227,SE585200-173430,Norra Östersjön,CW,Egentliga Östersjön,12n,Trosafjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA35010510,SE651475-214300,Bottenviken,CW,Bottenviken,22,Vargödraget,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,No
WA35036560,SE584750-111185,Västerhavet,CW,Västerhavet,01n,Stridsfjorden,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,No,No,No,Yes,Yes,Yes
WA35083628,SE621920-175280,Bottenhavet,CW,Bottenhavet,19,Yttre Björköfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Exposed,<10 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA35138592,SE652400-220070,Bottenviken,CW,Bottenviken,22,Mannöfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,Yes
WA35362374,SE600565-184600,Norra Östersjön,CW,Bottenhavet,16,Ortalaviken,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA35595048,SE585930-110800,Västerhavet,CW,Västerhavet,01n,Yttre Dynekilen,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA35608091,SE582055-165230,Södra Östersjön,CW,Egentliga Östersjön,12s,Hålfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA35691272,SE594340-190448,Norra Östersjön,CW,Egentliga Östersjön,12n,Kapellskärs hamnområde,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA35699384,SE603190-174000,Norra Östersjön,CW,Bottenhavet,16,Karlholmsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA35850014,SE605390-171558,Bottenhavet,CW,Bottenhavet,17,Hamnskär,,,,,,,Partly stratified,Variable,Exposed,<10 d,Mixed,90-150 d,,,,No,No,No,Yes,No,No
WA35955800,SE573200-185701,Södra Östersjön,CW,Egentliga Östersjön,10,Ö Gotlands m kustvatten,,,,,,,Mixed,Mesohaline 6-18,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA36055104,SE583730-164501,Södra Östersjön,CW,Egentliga Östersjön,12s,Yttre Bråviken,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,Yes
WA36243146,SE591800-181360,Norra Östersjön,CW,Egentliga Östersjön,24,Skurusundet,,,,,,,Partly stratified,Variable,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA36405364,SE572135-120141,Västerhavet,CW,Västerhavet,01s,Yttre Kungsbackafjorden,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA36457164,SE594384-185542,Norra Östersjön,CW,Egentliga Östersjön,12n,Åkeröfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA36649894,SE652920-222650,Bottenviken,CW,Bottenviken,22,Sörbrändöfjärden,,,,,,,Partly stratified,Low oligohaline 0.5-,Sheltered,<10 d,Mixed,>150 d,,,,No,No,No,Yes,No,Yes
WA36754485,SE590000-183000,Norra Östersjön,CW,Egentliga Östersjön,12n,Hanstensfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA36983398,SE582460-164500,Södra Östersjön,CW,Egentliga Östersjön,12s,Trännöfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA37386450,SE584215-170800,Norra Östersjön,CW,Egentliga Östersjön,12n,Aspafjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,Yes
WA37546341,SE634950-202940,Bottenviken,CW,Bottenviken,20,Lillfjärden,,,,,,,Partly stratified,Variable,Variable,10-40 d,Mixed,>150 d,,,,Yes,No,No,Yes,Yes,Yes
WA37573985,SE555685-142290,Södra Östersjön,CW,Egentliga Östersjön,07,Landöbukten sek namn,,,,,,,Partly stratified,Mesohaline 6-18,Exposed,<10 d,Sand/gravel,<90 d,,,,Yes,No,No,Yes,No,No
WA37663126,SE570340-163710,Södra Östersjön,CW,Egentliga Östersjön,08,Ödänglaområdet sek namn,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,Yes
WA37949177,SE581740-170260,Södra Östersjön,CW,Egentliga Östersjön,12s,Turmulefjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA38072012,SE573797-114618,Västerhavet,CW,Västerhavet,01s,Brännö- Styrsöområdet,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,No,No,No,Yes,Yes,Yes
WA38132339,SE572000-163835,Södra Östersjön,CW,Egentliga Östersjön,08,Figeholmsområdets kustvatten,,,,,,,Partly stratified,Mesohaline 6-18,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA38197731,SE585160-110880,Västerhavet,CW,Västerhavet,01n,Flo,,,,,,,Partly stratified,Polyhaline 18-30,Variable,<10 d,Mixed,<90 d,,,,No,No,No,Yes,No,No
WA38205590,SE591280-182070,Norra Östersjön,CW,Egentliga Östersjön,12n,Kalvfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA38927215,SE622500-172430,Bottenhavet,CW,Bottenhavet,18,Alnösundet,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA39009743,SE614165-171500,Bottenhavet,CW,Bottenhavet,16,Hudiksvallsfjärden,,,,,,,Partly stratified,High oligohaline 3-6,Variable,10-40 d,Mixed,90-150 d,,,,Yes,No,No,Yes,No,No
WA39066457,SE581570-113040,Västerhavet,CW,Västerhavet,02,Getevikssund,,,,,,,Partly stratified,Polyhaline 18-30,Sheltered,>40 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA39114588,SE562290-124131,Södra Östersjön,CW,Västerhavet,06,Helsingborgsområdet,,,,,,,Partly stratified,Variable,Less exposed,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,Yes,Yes
WA39136764,SE575480-191200,Södra Östersjön,CW,Egentliga Östersjön,10,Kyrkviken,,,,,,,Mixed,Mesohaline 6-18,Variable,<10 d,Mixed,<90 d,,,,Yes,No,No,Yes,No,No
WA39175746,SE584905-172980,Norra Östersjön,CW,Egentliga Östersjön,12n,Skettnefjärden,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
WA39177335,SE636570-203590,Bottenviken,CW,Bottenviken,20,Fjärdgrundsområdet sek namn,,,,,,,Partly stratified,Variable,Variable,10-40 d,Mixed,>150 d,,,,No,No,No,Yes,Yes,No
WA39256381,SE585040-173535,Norra Östersjön,CW,Egentliga Östersjön,12n,Gillsviken,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,Yes,Yes
WA39260671,SE581660-165710,Södra Östersjön,CW,Egentliga Östersjön,12s,Håsköfjärden sek namn,,,,,,,Partly stratified,High oligohaline 3-6,Sheltered,>40 d,Clay,90-150 d,,,,Yes,No,No,Yes,No,No
