Vatten_ID,EU_CD,AdmUnit,WaterCategory,Region,Type,WB_name,RiverCatchmentSize,RiverSlope,LakeDepthCategory,LakeAlkalinity,LakeHumus,CoastDepthCategory,CoastStratification,CoastSalinity,CoastExposure,CoastResidenceTime,CoastSediment,CoastIceCover,LakeAltitude,AreaAgriculturePct,TPagricultureRefCond,Nutrient_loading,Organic_loading,Acidification,Harmful_substances,Hydrological_changes,Morphological_changes
WA70325393,SE637440-143465,Södra Östersjön,RW,Södra Sverige,1LM,EMÅN: Uppsjön - Storesjön,<100 km2,0.1-2 %,,,,,,,,,,,,10.8,42,No,No,No,Yes,Yes,Yes
WA70331051,SE695149-151899,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Kassjöån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA70341339,SE680434-597393,Bottenhavet,RW,Norra Sverige <200 m,2LM,Flysån,<100 km2,0.1-2 %,,,,,,,,,,,,5.27,126,No,No,No,Yes,No,No
WA70361599,SE731135-146333,Bottenviken,RW,Norra Sverige 200-800 m,3LB,Stintbäcken,<100 km2,>2 %,,,,,,,,,,,,0.042,83,No,No,No,Yes,No,No
WA70363256,SE712818-168497,Bottenviken,RW,Norra Sverige <200 m,2LM,WA70363256,<100 km2,0.1-2 %,,,,,,,,,,,,2.16,74,No,No,No,Yes,No,Yes
WA70375324,SE708029-151839,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Kråkån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA70396832,SE664691-135543,Västerhavet,RW,Södra Sverige,1MM,Björka älv,100-1000 km2,0.1-2 %,,,,,,,,,,,,5.93,51,No,No,Yes,Yes,Yes,Yes
WA70397553,SE637665-130343,Västerhavet,RW,Södra Sverige,1LM,Ringebäcken (till Surtan),<100 km2,0.1-2 %,,,,,,,,,,,,15.6,69,Yes,No,No,Yes,No,Yes
WA70411829,SE686602-513219,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,Borrån,<100 km2,>2 %,,,,,,,,,,,,0.042,108,No,No,Yes,Yes,No,Yes
WA70418949,SE737911-153137,Bottenviken,RW,Norra Sverige 200-800 m,3MM,Daunasjåkkå,100-1000 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA70423271,SE640454-144087,Södra Östersjön,RW,Södra Sverige,1MF,Svartån: Flisbysjön - Vässledasjön,100-1000 km2,<0.1 %,,,,,,,,,,,,13,76,Yes,No,No,Yes,Yes,Yes
WA70429245,SE723946-165839,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Gräsandbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0.169,77,No,No,No,Yes,No,Yes
WA70430487,SE685547-141954,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,WA70430487,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA70439087,SE661289-152248,Norra Östersjön,RW,Södra Sverige,1SM,"Kolbäcksån: mellan ""Sörstafors"" och Östersjön",>1000 km2,0.1-2 %,,,,,,,,,,,,2.62,79,No,No,No,Yes,Yes,Yes
WA70440048,SE672043-524147,Bottenhavet,RW,Norra Sverige <200 m,2LF,WA70440048,<100 km2,<0.1 %,,,,,,,,,,,,0.687,160,No,No,No,Yes,No,No
WA70440057,SE701355-151482,Bottenhavet,RW,Norra Sverige <200 m,2LM,Färsån,<100 km2,0.1-2 %,,,,,,,,,,,,0.092,150,No,No,No,Yes,No,Yes
WA70448664,SE631956-129613,Västerhavet,RW,Södra Sverige,1LM,Sågkanalen,<100 km2,0.1-2 %,,,,,,,,,,,,68.1,32,Yes,No,No,Yes,Yes,Yes
WA70449189,SE690055-577482,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Hebbersån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA70452488,SE682257-151741,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,WA70452488,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA70457467,SE693407-144249,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Börmån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA70459844,SE669942-137845,Västerhavet,RW,Norra Sverige 200-800 m,3LM,Musån övre,<100 km2,0.1-2 %,,,,,,,,,,,,0.044,151,No,No,Yes,Yes,No,Yes
WA70469145,SE688451-480090,Bottenhavet,RW,Norra Sverige 200-800 m,3LF,WA70469145,<100 km2,<0.1 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70470194,SE681719-139575,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Navran,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,Yes,Yes,Yes,Yes
WA70471316,SE710715-150037,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Kvarnån,<100 km2,0.1-2 %,,,,,,,,,,,,4.13,70,No,No,No,Yes,No,Yes
WA70494653,SE738233-806244,Bottenviken,RW,Norra Sverige <200 m,2LM,Vitån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA70503731,SE667194-156906,Norra Östersjön,RW,Södra Sverige,1LM,Bjurvallabäcken,<100 km2,0.1-2 %,,,,,,,,,,,,22.7,62,Yes,No,No,Yes,No,Yes
WA70510028,SE638719-139368,Södra Östersjön,RW,Södra Sverige,1LM,Vederydsån,<100 km2,0.1-2 %,,,,,,,,,,,,4.26,36,No,No,Yes,Yes,Yes,Yes
WA70512265,SE696981-132459,Bottenhavet,RW,Norra Sverige >800 m,4LB,Mittån,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70514977,SE703886-166997,Bottenhavet,RW,Norra Sverige <200 m,2LM,Fanbybäcken,<100 km2,0.1-2 %,,,,,,,,,,,,3.99,111,No,No,No,Yes,No,Yes
WA70521446,SE675319-153302,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Sidsjöbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70523368,SE631762-542637,Södra Östersjön,RW,Södra Sverige,1LM,Snokabäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0.503,47,No,No,Yes,Yes,No,Yes
WA70523703,SE709103-172517,Bottenviken,RW,Norra Sverige <200 m,2MM,Tavelån,100-1000 km2,0.1-2 %,,,,,,,,,,,,8.61,33,No,No,Yes,Yes,Yes,Yes
WA70528702,SE658276-146024,Norra Östersjön,RW,Södra Sverige,1LM,Blackstaån,<100 km2,0.1-2 %,,,,,,,,,,,,33,62,Yes,No,No,Yes,Yes,Yes
WA70535522,SE709688-158859,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Noreån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA70540949,SE707390-133922,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Ottsjöströmmen,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,Yes,Yes,No,Yes
WA70556173,SE750017-155360,Bottenviken,RW,Norra Sverige 200-800 m,3LB,WA70556173,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70562413,SE620402-135859,Västerhavet,RW,Södra Sverige,1LM,Höörsån,<100 km2,0.1-2 %,,,,,,,,,,,,16.2,32,No,No,No,Yes,Yes,Yes
WA70564597,SE717117-147152,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,WA70564597,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70565010,SE718936-175403,Bottenviken,RW,Norra Sverige <200 m,2LF,WA70565010,<100 km2,<0.1 %,,,,,,,,,,,,6.07,69,No,No,No,Yes,No,No
WA70566443,SE722245-154856,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Kvarnbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA70577498,SE634358-156890,Södra Östersjön,RW,Södra Sverige,1LF,Bäck via Hornsjön,<100 km2,<0.1 %,,,,,,,,,,,,43.5,33,Yes,No,No,Yes,Yes,Yes
WA70577521,SE709483-173953,Bottenviken,RW,Norra Sverige <200 m,2LM,Harrbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,1.13,55,No,No,No,Yes,Yes,Yes
WA70586542,SE684884-151885,Bottenhavet,RW,Norra Sverige <200 m,2LF,Skrikviksån,<100 km2,<0.1 %,,,,,,,,,,,,15.7,119,Yes,No,No,Yes,Yes,Yes
WA70589461,SE755656-167278,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Kajtasijoki,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70589763,SE685060-145281,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,WA70589763,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA70593653,SE624392-143066,Södra Östersjön,RW,Södra Sverige,1LM,Gaslundaån,<100 km2,0.1-2 %,,,,,,,,,,,,11.1,67,No,No,No,Yes,No,No
WA70594087,SE636675-130252,Västerhavet,RW,Södra Sverige,1SF,Viskan (från Surtan till Hornå),>1000 km2,<0.1 %,,,,,,,,,,,,11.6,31,No,No,No,Yes,No,Yes
WA70611860,SE687789-156077,Bottenhavet,RW,Norra Sverige <200 m,2LM,WA70611860,<100 km2,0.1-2 %,,,,,,,,,,,,4.54,93,No,No,No,Yes,Yes,Yes
WA70618258,SE673321-152332,Bottenhavet,RW,Norra Sverige <200 m,2LM,Storån,<100 km2,0.1-2 %,,,,,,,,,,,,1.93,36,No,No,No,Yes,Yes,Yes
WA70623748,SE666849-152533,Bottenhavet,RW,Norra Sverige <200 m,2SM,Dalälven,>1000 km2,0.1-2 %,,,,,,,,,,,,2.64,66,No,No,No,Yes,Yes,Yes
WA70631161,SE727774-168085,Bottenviken,RW,Norra Sverige 200-800 m,3LM,WA70631161,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70633131,SE656312-129636,Västerhavet,RW,Södra Sverige,1L-,Vattendrag mellan Västra Silen och Svärdlång,<100 km2,,,,,,,,,,,,,3.08,209,No,No,No,Yes,Yes,Yes
WA70633710,SE729666-636136,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Maddaurebäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0.032,62,No,No,No,Yes,No,No
WA70634949,SE636477-145682,Södra Östersjön,RW,Södra Sverige,1MM,Emån: Vetlandabäcken - Grumlan,100-1000 km2,0.1-2 %,,,,,,,,,,,,14.9,42,No,No,No,Yes,No,Yes
WA70647193,SE689781-144237,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,WA70647193,<100 km2,0.1-2 %,,,,,,,,,,,,0.03,126,No,No,Yes,Yes,No,Yes
WA70663421,SE679443-527764,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,WA70663421,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA70669982,SE680992-136715,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Vanån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA70672216,SE707506-161288,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Hemlingsån,<100 km2,0.1-2 %,,,,,,,,,,,,0.019,0,No,No,No,Yes,Yes,Yes
WA70677764,SE745310-160167,Bottenviken,RW,Norra Sverige 200-800 m,3LF,WA70677764,<100 km2,<0.1 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70683438,SE687627-155884,Bottenhavet,RW,Norra Sverige <200 m,2MB,Gimmaån,100-1000 km2,>2 %,,,,,,,,,,,,0.63,138,No,No,No,Yes,Yes,Yes
WA70686598,SE665651-150917,Norra Östersjön,RW,Södra Sverige,1MM,"Snytsboån: Snytsboån, Norbergsån",100-1000 km2,0.1-2 %,,,,,,,,,,,,1.73,78,No,No,No,Yes,No,Yes
WA70688398,SE641813-134217,Västerhavet,RW,Södra Sverige,1LM,Örbäck (från Lassesjö till Marsjön),<100 km2,0.1-2 %,,,,,,,,,,,,12.1,32,No,No,Yes,Yes,No,Yes
WA70693410,SE657201-146445,Norra Östersjön,RW,Södra Sverige,1SM,Svartån från Lindbacka till Hjälmaren,>1000 km2,0.1-2 %,,,,,,,,,,,,13.9,55,Yes,No,No,Yes,Yes,Yes
WA70698434,SE716750-664397,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Sörbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70705654,SE660017-161767,Norra Östersjön,RW,Södra Sverige,1--,Oxundaån-Väsbyån,,,,,,,,,,,,,,,70,,,,,,
WA70713490,SE729186-179321,Bottenviken,RW,Norra Sverige <200 m,2LF,Lulsundskanalen,<100 km2,<0.1 %,,,,,,,,,,,,0,0,Yes,No,Yes,Yes,Yes,Yes
WA70716830,SE630796-151644,Södra Östersjön,RW,Södra Sverige,1MM,Snärjebäcken: Norrebäcken-Stensjön,100-1000 km2,0.1-2 %,,,,,,,,,,,,4,21,No,No,Yes,No,Yes,Yes
WA70727402,SE718583-143554,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,Sjoutälven,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70729208,SE722695-169805,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Nyträskån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70732283,SE700850-136418,Bottenhavet,RW,Norra Sverige 200-800 m,3MM,Fangan,100-1000 km2,0.1-2 %,,,,,,,,,,,,0.072,44,No,No,No,Yes,No,Yes
WA70738829,SE740172-177036,Bottenviken,RW,Norra Sverige <200 m,2MM,Västerån,100-1000 km2,0.1-2 %,,,,,,,,,,,,0.084,92,No,No,No,Yes,No,No
WA70741357,SE708505-160153,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Kalvbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA70748302,SE731210-153853,Bottenviken,RW,Norra Sverige 200-800 m,3MM,Vuovosjukke,100-1000 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70750482,SE731927-161512,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Radnejaurälven,<100 km2,0.1-2 %,,,,,,,,,,,,0.445,59,No,No,No,Yes,No,Yes
WA70752329,SE737363-170863,Bottenviken,RW,Norra Sverige <200 m,2LM,Varjekbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA70753843,SE696021-136430,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Väster-Henan,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,Yes,Yes,No,Yes
WA70759033,SE697486-159515,Bottenhavet,RW,Norra Sverige <200 m,2LM,WA70759033,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA70766331,SE622008-133273,Västerhavet,RW,Södra Sverige,1LM,Klövabäcken,<100 km2,0.1-2 %,,,,,,,,,,,,31,29,No,No,No,Yes,Yes,Yes
WA70770494,SE637809-130947,Västerhavet,RW,Södra Sverige,1LM,Skrålabäcken (till Viskan),<100 km2,0.1-2 %,,,,,,,,,,,,10.3,79,Yes,No,No,Yes,No,Yes
WA70772829,SE751550-179258,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Nälkäjoki,<100 km2,0.1-2 %,,,,,,,,,,,,0.444,41,No,No,No,Yes,No,No
WA70779059,SE733848-144851,Bottenviken,RW,Norra Sverige 200-800 m,3LB,Rörfjällsbäcken,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA70780768,SE659922-130327,Västerhavet,RW,Södra Sverige,1LM,Karlsforsälven,<100 km2,0.1-2 %,,,,,,,,,,,,0.238,168,No,No,Yes,Yes,Yes,Yes
WA70782938,SE744349-156776,Bottenviken,RW,Norra Sverige 200-800 m,3LB,Ruonaskårså,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70787071,SE636931-362408,Västerhavet,RW,Södra Sverige,1LM,Bäck från Dräggsjön,<100 km2,0.1-2 %,,,,,,,,,,,,12.2,82,No,No,Yes,Yes,No,Yes
WA70799425,SE749895-161798,Bottenviken,RW,Norra Sverige 200-800 m,3LB,Lermejåkkå,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70800659,SE676876-412091,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,Höknäsvallen,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA70814247,SE626407-132764,Västerhavet,RW,Södra Sverige,1LF,Edenbergaån (Mynningen-Långavadsbäcken),<100 km2,<0.1 %,,,,,,,,,,,,59,26,Yes,No,No,Yes,No,Yes
WA70827208,SE667444-133296,Västerhavet,RW,Södra Sverige,1LM,Grundan,<100 km2,0.1-2 %,,,,,,,,,,,,0.152,158,No,No,Yes,Yes,Yes,Yes
WA70835032,SE740470-569905,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Riebnesströmmen,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70841632,SE704038-161530,Bottenhavet,RW,Norra Sverige <200 m,2MM,Moälven,100-1000 km2,0.1-2 %,,,,,,,,,,,,0.649,84,No,No,No,Yes,Yes,Yes
WA70843713,SE656858-155084,Norra Östersjön,RW,Södra Sverige,1LM,Slytån,<100 km2,0.1-2 %,,,,,,,,,,,,9.48,60,Yes,No,No,Yes,No,Yes
WA70845736,SE667292-134511,Västerhavet,RW,Södra Sverige,1MM,Ljusnan,100-1000 km2,0.1-2 %,,,,,,,,,,,,1.26,99,No,No,Yes,Yes,Yes,Yes
WA70850181,SE680620-589811,Bottenhavet,RW,Norra Sverige <200 m,2LM,WA70850181,<100 km2,0.1-2 %,,,,,,,,,,,,6.8,52,No,No,No,Yes,No,No
WA70852562,SE693017-142446,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Risbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0.951,26,No,No,No,Yes,No,Yes
WA70867358,SE720680-145177,Bottenhavet,RW,Norra Sverige >800 m,4LM,WA70867358,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70871394,SE752065-182084,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Löytyoja,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA70876067,SE644069-152977,Södra Östersjön,RW,Södra Sverige,1LM,Melbyån: Storån - Lermon,<100 km2,0.1-2 %,,,,,,,,,,,,6.69,155,No,No,No,Yes,Yes,Yes
WA70877954,SE634451-157382,Södra Östersjön,RW,Södra Sverige,1LM,Bödakanalen,<100 km2,0.1-2 %,,,,,,,,,,,,59.5,23,Yes,No,No,Yes,Yes,Yes
WA70878784,SE753543-718887,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Luossajoki,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,Yes,No,No,Yes,Yes,Yes
WA70887385,SE754516-170858,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Piettarasjoki,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70888702,SE713152-625255,Bottenhavet,RW,Norra Sverige 200-800 m,3MM,Gideälven,100-1000 km2,0.1-2 %,,,,,,,,,,,,0.125,43,No,No,No,Yes,Yes,Yes
WA70898661,SE677184-150843,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Kölsjöån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,Yes,Yes,No,Yes
WA70911323,SE633331-150058,Södra Östersjön,RW,Södra Sverige,1LM,Trändeån: Stora Sinnern - källan,<100 km2,0.1-2 %,,,,,,,,,,,,4.05,51,No,No,No,Yes,Yes,Yes
WA70911393,SE739909-171060,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Narvaurebäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA70914178,SE728920-170046,Bottenviken,RW,Norra Sverige 200-800 m,3LB,Naktebäcken,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70915762,SE653394-548997,Norra Östersjön,RW,Södra Sverige,1LM,Målsjön-Målsjöbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,9.69,59,No,No,No,Yes,No,Yes
WA70922941,SE673375-139009,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Hyttådran,<100 km2,0.1-2 %,,,,,,,,,,,,0.328,0,No,No,No,Yes,Yes,Yes
WA70925261,SE713755-146127,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,Bergsjöbäcken,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA70927270,SE687051-157571,Bottenhavet,RW,Norra Sverige <200 m,2LM,Gammelån,<100 km2,0.1-2 %,,,,,,,,,,,,17.7,74,No,No,No,Yes,No,Yes
WA70933336,SE712124-146712,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Linjebäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,Yes,Yes,No,No
WA70937758,SE738349-172259,Bottenviken,RW,Norra Sverige <200 m,2MM,Flarkån,100-1000 km2,0.1-2 %,,,,,,,,,,,,0.015,86,No,No,No,Yes,Yes,Yes
WA70946494,SE695923-155436,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Vallsjöån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA70950778,SE697493-137309,Bottenhavet,RW,Norra Sverige 200-800 m,3MM,Rövran,100-1000 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA70952998,SE719678-735368,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Karsbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0.475,113,No,No,No,Yes,Yes,Yes
WA70964489,SE749660-178633,Bottenviken,RW,Norra Sverige 200-800 m,3LM,WA70964489,<100 km2,0.1-2 %,,,,,,,,,,,,0.539,86,No,No,No,Yes,Yes,Yes
WA70968553,SE659445-132611,Västerhavet,RW,Södra Sverige,1LM,Stömnebäcken,<100 km2,0.1-2 %,,,,,,,,,,,,1.55,68,No,No,Yes,Yes,Yes,Yes
WA70975200,SE736632-170683,Bottenviken,RW,Norra Sverige <200 m,2LM,Subbatbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,Yes,Yes
WA70978308,SE630620-145035,Södra Östersjön,RW,Södra Sverige,1LM,RISINGEBÄCK: Årydsjön - Åredasjön,<100 km2,0.1-2 %,,,,,,,,,,,,5.79,34,No,No,Yes,Yes,Yes,Yes
WA70978888,SE718294-156667,Bottenhavet,RW,Norra Sverige 200-800 m,3LF,Vännåtbäcken,<100 km2,<0.1 %,,,,,,,,,,,,0.8,97,No,No,No,Yes,No,No
WA70985771,SE710252-146000,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Öjån,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,Yes,Yes,Yes,Yes
WA70987962,SE704879-155075,Bottenhavet,RW,Norra Sverige <200 m,2SM,Ångermanälven,>1000 km2,0.1-2 %,,,,,,,,,,,,0.261,90,No,No,No,Yes,Yes,Yes
WA70990608,SE720085-145152,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,Slipsikån,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA70994751,SE649603-136520,Västerhavet,RW,Södra Sverige,1MM,Svartån - Fullösa till Kinne-Vedum,100-1000 km2,0.1-2 %,,,,,,,,,,,,29.8,55,Yes,No,No,Yes,Yes,Yes
WA70997446,SE698167-133872,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,Kesuån,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71000739,SE718969-167657,Bottenviken,RW,Norra Sverige 200-800 m,3LM,Myrträskbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0.717,81,No,No,No,Yes,No,Yes
WA71012199,SE671629-461519,Bottenhavet,RW,Norra Sverige 200-800 m,3LF,Rälgdiket,<100 km2,<0.1 %,,,,,,,,,,,,1.42,9,No,No,No,Yes,Yes,Yes
WA71025928,SE677026-151697,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Lortbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0.205,100,No,No,Yes,Yes,No,Yes
WA71028158,SE727676-172823,Bottenviken,RW,Norra Sverige <200 m,2LM,WA71028158,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71042804,SE662977-159675,Norra Östersjön,RW,Södra Sverige,1LM,Dike till Dalbyviken,<100 km2,0.1-2 %,,,,,,,,,,,,51.1,84,Yes,No,No,Yes,No,Yes
WA71048428,SE720263-152201,Bottenhavet,RW,Norra Sverige 200-800 m,3MM,Nästansjöån,100-1000 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71055156,SE738188-154536,Bottenviken,RW,Norra Sverige 200-800 m,3LB,WA71055156,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71057172,SE710229-157810,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Näverbergbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71060075,SE646360-129549,Västerhavet,RW,Södra Sverige,1LM,Stallbackaån - uppströms Hullsjön,<100 km2,0.1-2 %,,,,,,,,,,,,58.6,51,Yes,No,No,Yes,No,Yes
WA71069392,SE699380-160955,Bottenhavet,RW,Norra Sverige <200 m,2LB,WA71069392,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71070671,SE682915-494872,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Kvarnån,<100 km2,0.1-2 %,,,,,,,,,,,,0.175,111,No,No,Yes,Yes,No,No
WA71072371,SE688271-138240,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,Hammarbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,Yes,Yes,No,Yes
WA71073821,SE679554-144615,Bottenhavet,RW,Norra Sverige 200-800 m,3LB,Ångsvasseln,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71081420,SE731544-176546,Bottenviken,RW,Norra Sverige <200 m,2SM,Luleälven,>1000 km2,0.1-2 %,,,,,,,,,,,,0.132,54,No,No,No,Yes,Yes,Yes
WA71083669,SE684048-156723,Bottenhavet,RW,Norra Sverige <200 m,2LB,WA71083669,<100 km2,>2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71090736,SE702388-159489,Bottenhavet,RW,Norra Sverige 200-800 m,3LM,WA71090736,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,Yes
WA71100171,SE728204-146304,Bottenviken,RW,Norra Sverige >800 m,4LM,WA71100171,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71105494,SE746593-156128,Bottenviken,RW,Norra Sverige >800 m,4LM,Miellätno,<100 km2,0.1-2 %,,,,,,,,,,,,0,0,No,No,No,Yes,No,No
WA71117998,SE630903-131207,Västerhavet,RW,Södra Sverige,1LM,Käringasjöbäcken,<100 km2,0.1-2 %,,,,,,,,,,,,53.7,38,Yes,No,No,Yes,Yes,Yes
