Vatten_ID,EU_CD,County,County_no
WA10000460,SE707521-169817,Västerbotten,24
WA10003310,SE684488-154313,Gävleborg,21
WA10004132,SE713248-142620,Jämtland,23
WA10006361,SE752894-154853,Norrbotten,25
WA10006388,SE683489-433245,Jämtland,23
WA10006388,SE683489-433245,Dalarna,20
WA10016904,SE745566-155325,Norrbotten,25
WA10031625,SE732341-668218,Norrbotten,25
WA10036090,SE766132-167880,Norrbotten,25
WA10039596,SE654853-472812,Örebro,18
WA10045242,SE687655-153299,Gävleborg,21
WA10047346,SE749406-183566,Norrbotten,25
WA10067812,SE731363-152727,Västerbotten,24
WA10083363,SE716831-591418,Västerbotten,24
WA10083840,SE625021-146874,Blekinge,10
WA10097783,SE683282-141489,Dalarna,20
WA10098770,SE643396-151423,Kalmar,08
WA10113838,SE677627-152641,Gävleborg,21
WA10118775,SE731415-172402,Norrbotten,25
WA10123882,SE749156-172485,Norrbotten,25
WA10130871,SE692669-151353,Västernorrland,22
WA10135226,SE686102-153144,Gävleborg,21
WA10141921,SE672383-149802,Dalarna,20
WA10149665,SE662498-142495,Örebro,18
WA10157564,SE627598-155069,Kalmar,08
WA10158032,SE703989-161568,Västernorrland,22
WA10159658,SE699040-151141,Jämtland,23
WA10168227,SE694234-447683,Jämtland,23
WA10176945,SE655132-158452,Södermanland,04
WA10177622,SE728526-172392,Norrbotten,25
WA10178882,SE646523-126170,Västra Götaland,14
WA10187436,SE705269-137796,Jämtland,23
WA10207661,SE623666-146141,Blekinge,10
WA10212324,SE670293-147112,Dalarna,20
WA10213377,SE624123-136639,Skåne,12
WA10217253,SE723800-147635,Västerbotten,24
WA10222188,SE709357-134647,Jämtland,23
WA10225101,SE678964-147792,Dalarna,20
WA10225217,SE744450-155830,Norrbotten,25
WA10227463,SE691733-157614,Västernorrland,22
WA10234516,SE731300-157813,Norrbotten,25
WA10237318,SE693320-131640,Jämtland,23
WA10249061,SE652923-127391,Västra Götaland,14
WA10250651,SE680175-143910,Dalarna,20
WA10255664,SE696927-150860,Jämtland,23
WA10261414,SE705030-150937,Västernorrland,22
WA10261881,SE714736-172235,Västerbotten,24
WA10273223,SE719474-147431,Västerbotten,24
WA10274907,SE696564-131818,Jämtland,23
WA10278414,SE700438-162403,Västernorrland,22
WA10281143,SE673398-156415,Gävleborg,21
WA10281954,SE641311-540291,Östergötland,05
WA10281954,SE641311-540291,Kalmar,08
WA10285737,SE740511-169258,Norrbotten,25
WA10285762,SE645579-545305,Östergötland,05
WA10307970,SE644938-126767,Västra Götaland,14
WA10316118,SE657689-130989,Värmland,17
WA10319618,SE689351-151308,Gävleborg,21
WA10319851,SE694385-154692,Västernorrland,22
WA10321345,SE703385-140025,Jämtland,23
WA10325141,SE658785-132156,Värmland,17
WA10329647,SE651820-150874,Östergötland,05
WA10329824,SE669158-161258,Uppsala,03
WA10330254,SE657638-494464,Örebro,18
WA10339072,SE693055-152381,Västernorrland,22
WA10341946,SE685812-147753,Gävleborg,21
WA10343395,SE749607-179945,Norrbotten,25
WA10349621,SE746982-155924,Norrbotten,25
WA10350574,SE676283-151495,Dalarna,20
WA10355693,SE756528-162865,Norrbotten,25
WA10357088,SE710524-145821,Jämtland,23
WA10358524,SE708938-165378,Västerbotten,24
WA10364650,SE705075-162577,Västernorrland,22
WA10366671,SE707183-162255,Västernorrland,22
WA10371274,SE669956-156563,Gävleborg,21
WA10378595,SE711139-152972,Jämtland,23
WA10378924,SE676548-152051,Gävleborg,21
WA10394387,SE698916-141992,Jämtland,23
WA10399443,SE633618-153971,Kalmar,08
WA10410879,SE706303-404909,Jämtland,23
WA10411696,SE733269-185542,Norrbotten,25
WA10412617,SE732243-180487,Norrbotten,25
WA10413554,SE684688-150194,Gävleborg,21
WA10447721,SE652051-325079,Västra Götaland,14
WA10451028,SE670314-157839,Gävleborg,21
WA10451028,SE670314-157839,Uppsala,03
WA10458278,SE675364-145110,Dalarna,20
WA10466718,SE720984-173258,Västerbotten,24
WA10468729,SE760838-170746,Norrbotten,25
WA10486629,SE662054-136712,Värmland,17
WA10487150,SE674475-150650,Dalarna,20
WA10512266,SE668987-145738,Dalarna,20
WA10515681,SE714022-165630,Västerbotten,24
WA10516849,SE731122-145061,Västerbotten,24
WA10524491,SE738870-182591,Norrbotten,25
WA10536522,SE733270-173773,Norrbotten,25
WA10541125,SE685812-155645,Gävleborg,21
WA10542023,SE737306-180536,Norrbotten,25
WA10542954,SE681578-156586,Gävleborg,21
WA10546548,SE762904-172417,Norrbotten,25
WA10557444,SE737890-161196,Norrbotten,25
WA10558687,SE673140-142051,Dalarna,20
WA10558766,SE672632-153782,Gävleborg,21
WA10559559,SE641160-333874,Västra Götaland,14
WA10582743,SE670933-140127,Dalarna,20
WA10601480,SE705795-145194,Jämtland,23
WA10602704,SE677380-146691,Dalarna,20
WA10610566,SE703617-158303,Västernorrland,22
WA10613524,SE734638-173679,Norrbotten,25
WA10632217,SE750649-162434,Norrbotten,25
WA10635615,SE716568-174542,Västerbotten,24
WA10643070,SE687963-139343,Jämtland,23
WA10648623,SE645305-150033,Östergötland,05
WA10649992,SE702076-151269,Jämtland,23
WA10650334,SE758700-159520,Norrbotten,25
WA10651683,SE685661-132844,Dalarna,20
WA10670123,SE748545-183427,Norrbotten,25
WA10677637,SE720452-726833,Västerbotten,24
WA10677659,SE668464-148520,Dalarna,20
WA10679021,SE745124-169630,Norrbotten,25
WA10688996,SE727649-154443,Västerbotten,24
WA10695555,SE648933-503589,Östergötland,05
WA10699024,SE664764-140348,Värmland,17
WA10701552,SE724141-158186,Västerbotten,24
WA10706649,SE685869-151608,Gävleborg,21
WA10708949,SE689202-571336,Gävleborg,21
WA10710545,SE659830-144397,Örebro,18
WA10715492,SE680740-144010,Dalarna,20
WA10716666,SE668248-156207,Uppsala,03
WA10717015,SE680356-146437,Dalarna,20
WA10717523,SE701992-149407,Jämtland,23
WA10726545,SE762636-169382,Norrbotten,25
WA10741185,SE662225-681867,Stockholm,01
WA10746927,SE698062-138214,Jämtland,23
WA10768061,SE669872-146735,Dalarna,20
WA10769306,SE699415-134624,Jämtland,23
WA10769749,SE696244-131691,Jämtland,23
WA10773987,SE711777-167113,Västerbotten,24
WA10782097,SE757455-176820,Norrbotten,25
WA10795495,SE747137-169797,Norrbotten,25
WA10797743,SE690391-151269,Gävleborg,21
WA10797743,SE690391-151269,Västernorrland,22
WA10799036,SE689547-145996,Jämtland,23
WA10804403,SE718488-673205,Västerbotten,24
WA10807576,SE672018-148782,Dalarna,20
WA10809663,SE722074-156803,Västerbotten,24
WA10817791,SE692065-139132,Jämtland,23
WA10819810,SE698915-158921,Västernorrland,22
WA10826817,SE712069-156662,Västerbotten,24
WA10832812,SE744942-171213,Norrbotten,25
WA10841210,SE687204-142760,Jämtland,23
WA10843224,SE724913-167133,Norrbotten,25
WA10843631,SE705574-164615,Västernorrland,22
WA10847968,SE651323-143709,Örebro,18
WA10852846,SE655397-317541,Västra Götaland,14
WA10863844,SE693700-132411,Jämtland,23
WA10871465,SE713181-170209,Västerbotten,24
WA10871667,SE736022-160535,Norrbotten,25
WA10877723,SE686824-135785,Dalarna,20
WA10884704,SE673540-148081,Dalarna,20
WA10887618,SE639868-154010,Kalmar,08
WA10906203,SE698330-142359,Jämtland,23
WA10921643,SE696662-138040,Jämtland,23
WA10931520,SE746794-154301,Norrbotten,25
WA10933441,SE724307-167065,Norrbotten,25
WA10936309,SE732963-181084,Norrbotten,25
WA10939834,SE744744-156361,Norrbotten,25
WA10944723,SE655623-130071,Västra Götaland,14
WA10952025,SE698465-150242,Jämtland,23
WA10955163,SE701423-157665,Västernorrland,22
WA10971054,SE716154-160414,Västerbotten,24
WA10976223,SE669231-153345,Dalarna,20
WA10978445,SE685858-145222,Jämtland,23
WA10981259,SE697530-134507,Jämtland,23
WA10983317,SE707196-648704,Västernorrland,22
WA10997703,SE652707-146428,Örebro,18
WA11001451,SE665000-152415,Västmanland,19
WA11003561,SE646880-146341,Östergötland,05
WA11006897,SE654453-123353,Västra Götaland,14
WA11024196,SE671010-589124,Gävleborg,21
WA11028205,SE716816-172652,Västerbotten,24
WA11040490,SE731234-161551,Norrbotten,25
WA11047829,SE705078-137747,Jämtland,23
WA11049833,SE719194-539587,Västerbotten,24
WA11061884,SE683671-143269,Gävleborg,21
WA11071729,SE698206-161600,Västernorrland,22
WA11072170,SE756657-166979,Norrbotten,25
WA11072533,SE719539-173742,Västerbotten,24
WA11076123,SE667520-144758,Dalarna,20
WA11077860,SE730991-178392,Norrbotten,25
WA11082669,SE709715-139147,Jämtland,23
WA11090135,SE731669-165087,Norrbotten,25
WA11092797,SE750573-181954,Norrbotten,25
WA11100123,SE681115-148402,Gävleborg,21
WA11102523,SE640697-153510,Kalmar,08
WA11102941,SE637928-148028,Jönköping,06
WA11103403,SE700495-132921,Jämtland,23
WA11104600,SE732970-174540,Norrbotten,25
WA11106690,SE760834-168545,Norrbotten,25
WA11108256,SE703760-144936,Jämtland,23
WA11108924,SE666317-140614,Värmland,17
WA11126364,SE732335-145659,Västerbotten,24
WA11135237,SE640357-167483,Gotland,09
WA11136180,SE710720-153096,Jämtland,23
WA11148106,SE732453-172407,Norrbotten,25
WA11151611,SE652138-139622,Västra Götaland,14
WA11155972,SE714418-171417,Västerbotten,24
WA11156848,SE675303-157596,Gävleborg,21
WA11157990,SE684506-143638,Gävleborg,21
WA11163516,SE725682-535988,Västerbotten,24
WA11168619,SE722019-156083,Västerbotten,24
WA11168883,SE712515-709550,Västerbotten,24
WA11169844,SE703854-151827,Västernorrland,22
WA11170067,SE660418-153072,Västmanland,19
WA11180016,SE726262-174882,Norrbotten,25
WA11182140,SE627855-151630,Kalmar,08
WA11185494,SE655922-129741,Västra Götaland,14
WA11191973,SE644843-132324,Västra Götaland,14
WA11195896,SE734463-176117,Norrbotten,25
WA11223893,SE700285-152281,Jämtland,23
WA11225437,SE694520-135332,Jämtland,23
WA11237412,SE706110-144865,Jämtland,23
WA11243969,SE722022-144444,Västerbotten,24
WA11245178,SE693396-150873,Västernorrland,22
WA11245810,SE643181-147991,Östergötland,05
WA11246988,SE722024-159814,Västerbotten,24
WA11256675,SE709635-147345,Jämtland,23
WA11257904,SE727271-168538,Norrbotten,25
WA11267033,SE676221-155987,Gävleborg,21
WA11268798,SE644792-135154,Västra Götaland,14
WA11275921,SE698045-136778,Jämtland,23
WA11282145,SE669660-149284,Dalarna,20
WA11298141,SE663285-131247,Värmland,17
WA11300356,SE666629-557959,Västmanland,19
WA11306244,SE626992-145611,Kronoberg,07
WA11310549,SE737715-184201,Norrbotten,25
WA11324848,SE666934-147700,Dalarna,20
WA11326506,SE760580-160607,Norrbotten,25
WA11327487,SE685930-557855,Gävleborg,21
WA11327633,SE662651-536414,Västmanland,19
WA11328244,SE712352-143167,Jämtland,23
WA11332787,SE652739-128006,Västra Götaland,14
WA11358802,SE736222-158662,Norrbotten,25
WA11365811,SE736846-166985,Norrbotten,25
WA11376414,SE760402-160876,Norrbotten,25
WA11379545,SE628545-133213,Halland,13
WA11380362,SE719212-144882,Jämtland,23
WA11382900,SE640834-140848,Jönköping,06
WA11389873,SE688695-143945,Jämtland,23
WA11394743,SE658294-553566,Västmanland,19
WA11395546,SE664664-129682,Värmland,17
WA11395546,SE664664-129682,Hedmark,N4
WA11402175,SE659274-135708,Värmland,17
WA11414647,SE721048-143255,Jämtland,23
WA11415106,SE743065-586017,Norrbotten,25
WA11423614,SE652789-130891,Västra Götaland,14
WA11427511,SE625630-132838,Halland,13
WA11429096,SE704517-133198,Jämtland,23
WA11430807,SE647710-145244,Östergötland,05
WA11440875,SE693171-132197,Jämtland,23
WA11443702,SE723710-147678,Västerbotten,24
WA11445715,SE750722-164195,Norrbotten,25
WA11457510,SE711608-148531,Jämtland,23
WA11458464,SE642275-137395,Västra Götaland,14
WA11468418,SE637192-145995,Jönköping,06
WA11474425,SE711939-164066,Västerbotten,24
WA11484675,SE724285-176367,Norrbotten,25
WA11490632,SE716169-173183,Västerbotten,24
WA11513688,SE672151-141859,Dalarna,20
WA11519201,SE692680-142789,Jämtland,23
WA11529482,SE651395-150132,Östergötland,05
WA11532249,SE703152-160718,Västernorrland,22
WA11534275,SE720742-145190,Västerbotten,24
WA11555485,SE757051-175983,Norrbotten,25
WA11559289,SE732462-178650,Norrbotten,25
WA11571512,SE654242-130532,Västra Götaland,14
WA11571542,SE697180-142397,Jämtland,23
WA11574316,SE701608-140168,Jämtland,23
WA11575051,SE655850-163256,Stockholm,01
WA11583834,SE698247-157332,Västernorrland,22
WA11585904,SE679282-149659,Gävleborg,21
WA11588725,SE707386-152425,Jämtland,23
WA11589303,SE714871-146260,Jämtland,23
WA11604033,SE744911-178311,Norrbotten,25
WA11605403,SE726258-159489,Västerbotten,24
WA11626972,SE712159-145799,Jämtland,23
WA11631056,SE623921-145624,Blekinge,10
WA11642296,SE653580-124138,Västra Götaland,14
WA11654377,SE667568-144449,Dalarna,20
WA11669673,SE662902-129133,Värmland,17
WA11670060,SE660670-161573,Stockholm,01
WA11671749,SE729274-836392,Norrbotten,25
WA11678891,SE750661-585840,Norrbotten,25
WA11702107,SE668217-152297,Dalarna,20
WA11703437,SE741714-174466,Norrbotten,25
WA11717008,SE742439-177263,Norrbotten,25
WA11719808,SE680738-145986,Dalarna,20
WA11722729,SE702845-165895,Västernorrland,22
WA11726256,SE737251-160527,Norrbotten,25
WA11736039,SE727658-158025,Västerbotten,24
WA11736371,SE706475-139586,Jämtland,23
WA11738519,SE694152-136135,Jämtland,23
WA11744326,SE715688-146674,Jämtland,23
WA11747430,SE729238-794913,Norrbotten,25
WA11747788,SE728137-711461,Norrbotten,25
WA11771448,SE766158-169223,Norrbotten,25
WA11778884,SE713145-148110,Jämtland,23
WA11784111,SE639167-553282,Kalmar,08
WA11788735,SE736079-162986,Norrbotten,25
WA11796246,SE696632-143435,Jämtland,23
WA11801841,SE643378-444957,Västra Götaland,14
WA11813426,SE627199-375377,Halland,13
WA11818921,SE723956-169915,Västerbotten,24
WA11832016,SE642976-356390,Västra Götaland,14
WA11838747,SE690240-135078,Jämtland,23
WA11847448,SE725402-589833,Västerbotten,24
WA11849469,SE684218-147647,Gävleborg,21
WA11879285,SE654368-154579,Södermanland,04
WA11884412,SE652281-154074,Södermanland,04
WA11885444,SE717174-144133,Jämtland,23
WA11888984,SE712335-636547,Västerbotten,24
WA11894219,SE655574-141145,Örebro,18
WA11894219,SE655574-141145,Värmland,17
WA11906050,SE634262-545279,Kalmar,08
WA11908409,SE709846-145417,Jämtland,23
WA11914890,SE697717-139085,Jämtland,23
WA11915510,SE666830-151744,Dalarna,20
WA11915510,SE666830-151744,Västmanland,19
WA11917854,SE736867-156174,Norrbotten,25
WA11920056,SE719316-170597,Västerbotten,24
WA11920865,SE698275-133544,Jämtland,23
WA11925527,SE732112-146097,Västerbotten,24
WA11931018,SE702561-160420,Västernorrland,22
WA11935467,SE724540-160139,Västerbotten,24
WA11935716,SE650967-143286,Västra Götaland,14
WA11936183,SE665396-479679,Dalarna,20
WA11954777,SE727225-788867,Norrbotten,25
WA11966059,SE716728-168399,Västerbotten,24
WA11967505,SE679013-143744,Dalarna,20
WA11979240,SE655896-146260,Örebro,18
WA11981512,SE705603-159170,Västernorrland,22
WA11982060,SE738050-587287,Norrbotten,25
WA11985793,SE657812-143053,Örebro,18
WA11986100,SE686602-153798,Gävleborg,21
WA11993491,SE706540-138226,Jämtland,23
WA12000498,SE694043-155311,Västernorrland,22
WA12003102,SE693596-151614,Västernorrland,22
WA12013173,SE747426-170111,Norrbotten,25
WA12015979,SE739211-162962,Norrbotten,25
WA12020901,SE655119-129643,Västra Götaland,14
WA12026226,SE705599-136480,Jämtland,23
WA12030649,SE659794-139386,Värmland,17
WA12032888,SE693790-146209,Västernorrland,22
WA12035857,SE677877-150596,Gävleborg,21
WA12040750,SE678323-138552,Dalarna,20
WA12046224,SE623650-132375,Skåne,12
WA12048237,SE738485-546456,Norrbotten,25
WA12063517,SE723846-147833,Västerbotten,24
WA12073200,SE637816-150878,Kalmar,08
WA12073304,SE707104-164198,Västernorrland,22
WA12077251,SE672445-376629,Värmland,17
WA12082612,SE699675-433097,Jämtland,23
WA12085259,SE625412-132955,Halland,13
WA12086353,SE704185-164881,Västernorrland,22
WA12087621,SE695855-150254,Jämtland,23
WA12089249,SE719133-146717,Västerbotten,24
WA12100407,SE701641-131289,Jämtland,23
WA12109637,SE683049-150649,Gävleborg,21
WA12115411,SE753262-810947,Norrbotten,25
WA12133084,SE717431-168251,Västerbotten,24
WA12135010,SE656901-131686,Värmland,17
WA12135290,SE637570-135218,Västra Götaland,14
WA12143513,SE684636-133123,Dalarna,20
WA12154979,SE671918-151558,Dalarna,20
WA12171926,SE699697-151981,Jämtland,23
WA12175975,SE707528-153083,Jämtland,23
WA12184171,SE705576-145582,Jämtland,23
WA12192169,SE707859-152157,Jämtland,23
WA12202003,SE705847-133005,Jämtland,23
WA12219941,SE654755-123743,Västra Götaland,14
WA12224542,SE690642-132102,Dalarna,20
WA12233726,SE698732-134282,Jämtland,23
WA12247220,SE744611-178868,Norrbotten,25
WA12249038,SE717763-170450,Västerbotten,24
WA12255999,SE689767-515324,Jämtland,23
WA12265435,SE685192-153848,Gävleborg,21
WA12270207,SE746305-155263,Norrbotten,25
WA12272586,SE683545-600546,Gävleborg,21
WA12274472,SE716661-163137,Västerbotten,24
WA12276043,SE716764-174750,Västerbotten,24
WA12291949,SE745554-169654,Norrbotten,25
WA12299217,SE662053-156448,Uppsala,03
WA12304618,SE675775-148593,Dalarna,20
WA12304781,SE707242-151339,Jämtland,23
WA12331376,SE628576-151165,Kalmar,08
WA12336797,SE682435-155137,Gävleborg,21
WA12339031,SE720688-165505,Västerbotten,24
WA12340267,SE747024-155696,Norrbotten,25
WA12341512,SE720111-728659,Västerbotten,24
WA12354227,SE647609-139593,Västra Götaland,14
WA12364521,SE750182-154963,Norrbotten,25
WA12370059,SE673932-144499,Dalarna,20
WA12377585,SE700029-163440,Västernorrland,22
WA12377729,SE730816-145205,Västerbotten,24
WA12384900,SE650907-130059,Västra Götaland,14
WA12390552,SE711688-158200,Västerbotten,24
WA12398574,SE749626-173371,Norrbotten,25
WA12402872,SE663073-146367,Örebro,18
WA12407687,SE694792-148514,Jämtland,23
WA12422355,SE684064-152626,Gävleborg,21
WA12429044,SE653263-125680,Västra Götaland,14
WA12429232,SE723409-176775,Norrbotten,25
WA12443398,SE678851-157094,Gävleborg,21
WA12450599,SE712468-168383,Västerbotten,24
WA12457203,SE706481-151270,Västernorrland,22
WA12457203,SE706481-151270,Jämtland,23
WA12458728,SE700731-135562,Jämtland,23
WA12467015,SE749153-165234,Norrbotten,25
WA12467723,SE663827-462843,Värmland,17
WA12472196,SE668945-149725,Dalarna,20
WA12472284,SE696570-159678,Västernorrland,22
WA12493074,SE707518-150984,Jämtland,23
WA12497352,SE696565-131897,Jämtland,23
WA12502356,SE637173-165760,Gotland,09
WA12512503,SE700994-139215,Jämtland,23
WA12523690,SE724526-604382,Västerbotten,24
WA12526883,SE669953-142208,Dalarna,20
WA12530001,SE636749-561395,Kalmar,08
WA12530984,SE675248-523657,Dalarna,20
WA12533470,SE750020-164203,Norrbotten,25
WA12548230,SE634704-151548,Kalmar,08
WA12560133,SE653884-336477,Västra Götaland,14
WA12572545,SE748600-179071,Norrbotten,25
WA12575047,SE693952-148337,Västernorrland,22
WA12575814,SE699045-155925,Västernorrland,22
WA12578384,SE710716-142172,Jämtland,23
WA12580926,SE713013-174499,Västerbotten,24
WA12582577,SE686146-480491,Jämtland,23
WA12586946,SE705444-162286,Västernorrland,22
WA12587381,SE630443-143479,Kronoberg,07
WA12592446,SE705018-132474,Jämtland,23
WA12593475,SE727449-155815,Västerbotten,24
WA12600731,SE696893-132496,Jämtland,23
WA12625255,SE750829-154818,Norrbotten,25
WA12626387,SE665936-137895,Värmland,17
WA12627567,SE673983-156033,Gävleborg,21
WA12650708,SE628127-521612,Kronoberg,07
WA12654113,SE662270-165043,Stockholm,01
WA12656065,SE631221-139251,Kronoberg,07
WA12665549,SE720974-146542,Västerbotten,24
WA12666850,SE663023-134308,Värmland,17
WA12679259,SE724171-151176,Västerbotten,24
WA12687159,SE629618-153533,Kalmar,08
WA12692132,SE711208-158566,Västerbotten,24
WA12693912,SE659226-148670,Örebro,18
WA12698175,SE674417-156540,Gävleborg,21
WA12711888,SE666925-162493,Uppsala,03
WA12712609,SE704589-139438,Jämtland,23
WA12731751,SE727605-160963,Norrbotten,25
WA12731751,SE727605-160963,Västerbotten,24
WA12735420,SE662248-151794,Västmanland,19
WA12737498,SE640224-138043,Jönköping,06
WA12770773,SE711515-142762,Jämtland,23
WA12771346,SE719115-158346,Västerbotten,24
WA12781140,SE651170-554134,Östergötland,05
WA12783105,SE718044-145383,Jämtland,23
WA12802715,SE651995-462820,Västra Götaland,14
WA12835224,SE678127-154469,Gävleborg,21
WA12845484,SE696655-137230,Jämtland,23
WA12845968,SE725297-149012,Västerbotten,24
WA12852194,SE685036-156560,Gävleborg,21
WA12852412,SE706924-140588,Jämtland,23
WA12870597,SE640186-138999,Jönköping,06
WA12871281,SE661489-461145,Värmland,17
WA12872034,SE699152-150481,Jämtland,23
WA12874050,SE686007-134610,Dalarna,20
WA12907497,SE704357-152265,Västernorrland,22
WA12908889,SE635914-141894,Jönköping,06
WA12914155,SE643756-140257,Jönköping,06
WA12916210,SE739466-177299,Norrbotten,25
WA12916259,SE690782-136190,Jämtland,23
WA12926869,SE646125-125837,Västra Götaland,14
WA12934184,SE687547-153403,Gävleborg,21
WA12938066,SE721283-142614,Jämtland,23
WA12945281,SE745603-162866,Norrbotten,25
WA12945558,SE630298-147711,Kronoberg,07
WA12949042,SE713053-170436,Västerbotten,24
WA12955406,SE681075-137983,Dalarna,20
WA12955460,SE724942-159930,Västerbotten,24
WA12958269,SE672457-156927,Gävleborg,21
WA12970548,SE693288-144970,Jämtland,23
WA12970548,SE693288-144970,Västernorrland,22
WA12973677,SE712292-142437,Jämtland,23
WA12980424,SE730322-144898,Västerbotten,24
WA12989713,SE662798-136067,Värmland,17
WA12990714,SE750282-164272,Norrbotten,25
WA12996063,SE683164-156181,Gävleborg,21
WA13002645,SE727517-716056,Norrbotten,25
WA13008740,SE715654-159530,Västerbotten,24
WA13012965,SE686949-157408,Gävleborg,21
WA13015353,SE693004-148834,Västernorrland,22
WA13033746,SE673439-150379,Dalarna,20
WA13037358,SE707001-169277,Västerbotten,24
WA13039743,SE691912-137799,Jämtland,23
WA13049747,SE683278-138787,Dalarna,20
WA13054347,SE753139-154379,Norrbotten,25
WA13059169,SE743653-169274,Norrbotten,25
WA13068954,SE667996-562440,Dalarna,20
WA13069187,SE710588-152200,Jämtland,23
WA13070655,SE633379-136730,Jönköping,06
WA13076233,SE752169-173916,Norrbotten,25
WA13077236,SE738634-178555,Norrbotten,25
WA13083202,SE701154-141107,Jämtland,23
WA13085221,SE745055-176583,Norrbotten,25
WA13091474,SE730932-174822,Norrbotten,25
WA13095194,SE708679-164162,Västerbotten,24
WA13106824,SE700685-134686,Jämtland,23
WA13107914,SE695307-151612,Västernorrland,22
WA13111297,SE705966-544661,Västernorrland,22
WA13111297,SE705966-544661,Jämtland,23
WA13121007,SE682932-152367,Gävleborg,21
WA13121574,SE726400-176028,Norrbotten,25
WA13126762,SE735149-151910,Norrbotten,25
WA13128144,SE746463-163938,Norrbotten,25
WA13130374,SE715287-157045,Västerbotten,24
WA13130864,SE674752-142081,Dalarna,20
WA13133928,SE678855-570066,Gävleborg,21
WA13148827,SE692404-148265,Västernorrland,22
WA13151172,SE749172-171679,Norrbotten,25
WA13153102,SE645970-130714,Västra Götaland,14
WA13160849,SE649199-126330,Västra Götaland,14
WA13162462,SE663532-523976,Örebro,18
WA13162462,SE663532-523976,Västmanland,19
WA13162587,SE664679-138045,Värmland,17
WA13164849,SE724227-161048,Västerbotten,24
WA13170948,SE677320-138446,Dalarna,20
WA13182128,SE635391-128287,Halland,13
WA13191095,SE748773-175723,Norrbotten,25
WA13193317,SE709493-159028,Västerbotten,24
WA13200811,SE679274-150500,Gävleborg,21
WA13205960,SE723100-164386,Västerbotten,24
WA13209096,SE715007-727031,Västerbotten,24
WA13215716,SE706489-154301,Västernorrland,22
WA13220155,SE659973-131515,Värmland,17
WA13224588,SE700207-148829,Jämtland,23
WA13226811,SE675913-138636,Dalarna,20
WA13229699,SE707204-161537,Västernorrland,22
WA13234168,SE709069-171016,Västerbotten,24
WA13254158,SE673052-154571,Gävleborg,21
WA13264240,SE748847-173860,Norrbotten,25
WA13274146,SE691348-156327,Västernorrland,22
WA13275760,SE708182-138123,Jämtland,23
WA13277696,SE678057-143174,Dalarna,20
WA13281495,SE660541-135603,Värmland,17
WA13283923,SE733762-145572,Västerbotten,24
WA13289887,SE673524-526122,Dalarna,20
WA13300939,SE674467-148077,Dalarna,20
WA13311544,SE694921-598526,Västernorrland,22
WA13319187,SE634200-138350,Jönköping,06
WA13324550,SE697488-157521,Västernorrland,22
WA13342221,SE745614-170162,Norrbotten,25
WA13350865,SE708270-141500,Jämtland,23
WA13351541,SE735663-186664,Norrbotten,25
WA13352814,SE746118-154094,Norrbotten,25
WA13370976,SE677987-148786,Dalarna,20
WA13374153,SE634656-468934,Jönköping,06
WA13375196,SE763396-168455,Norrbotten,25
WA13377023,SE745499-172223,Norrbotten,25
WA13377896,SE722563-176252,Västerbotten,24
WA13391538,SE740820-166287,Norrbotten,25
WA13397208,SE642162-155345,Kalmar,08
WA13423105,SE711264-151057,Jämtland,23
WA13428485,SE704194-152856,Västernorrland,22
WA13435472,SE714312-143433,Jämtland,23
WA13437049,SE693393-139328,Jämtland,23
WA13442945,SE726049-170590,Norrbotten,25
WA13446900,SE753751-154805,Norrbotten,25
WA13452716,SE689695-149239,Gävleborg,21
WA13464505,SE714962-162664,Västerbotten,24
WA13464900,SE699084-133093,Jämtland,23
WA13468510,SE687367-145871,Jämtland,23
WA13486081,SE710033-162346,Västerbotten,24
WA13493477,SE736161-162533,Norrbotten,25
WA13494259,SE729815-148248,Västerbotten,24
WA13498761,SE686122-153935,Gävleborg,21
WA13502577,SE728252-157581,Västerbotten,24
WA13515073,SE663403-146392,Örebro,18
WA13515723,SE682164-136695,Dalarna,20
WA13524832,SE672415-138599,Dalarna,20
WA13530904,SE673133-153086,Dalarna,20
WA13530904,SE673133-153086,Gävleborg,21
WA13531861,SE687560-157783,Gävleborg,21
WA13537180,SE704760-134753,Jämtland,23
WA13540455,SE708517-513579,Jämtland,23
WA13541315,SE765291-168551,Norrbotten,25
WA13546431,SE679612-150458,Gävleborg,21
WA13549224,SE725656-145544,Västerbotten,24
WA13554299,SE635847-148531,Kalmar,08
WA13564564,SE697956-141525,Jämtland,23
WA13565010,SE645349-139581,Västra Götaland,14
WA13578144,SE684173-158934,Gävleborg,21
WA13579653,SE689841-158081,Västernorrland,22
WA13584093,SE735610-161742,Norrbotten,25
WA13590412,SE745106-169943,Norrbotten,25
WA13596154,SE708530-539354,Jämtland,23
WA13599917,SE687187-148924,Gävleborg,21
WA13609647,SE729623-832983,Norrbotten,25
WA13615726,SE757539-178270,Norrbotten,25
WA13619089,SE636707-135134,Västra Götaland,14
WA13636779,SE678274-147369,Dalarna,20
WA13643030,SE718946-158877,Västerbotten,24
WA13643404,SE635613-157629,Kalmar,08
WA13644137,SE688541-136175,Jämtland,23
WA13644137,SE688541-136175,Dalarna,20
WA13644686,SE738892-544498,Norrbotten,25
WA13647857,SE674656-137016,Dalarna,20
WA13651541,SE721250-143150,Jämtland,23
WA13662199,SE727674-592527,Västerbotten,24
WA13666380,SE623778-500299,Blekinge,10
WA13668681,SE709208-154659,Västernorrland,22
