Vatten_ID,EU_CD,Municipality,Municipality_no
WA93509085,SE721531-717423,Norsjö,2417
WA93524201,SE716830-176541,Skellefteå,2482
WA93528234,SE714992-158938,Åsele,2463
WA93530800,SE736195-155636,Arjeplog,2506
WA93532091,SE721577-149044,Vilhelmina,2462
WA93538051,SE754208-180401,Pajala,2521
WA93559340,SE722029-170308,Skellefteå,2482
WA93572177,SE721097-636860,Lycksele,2481
WA93572177,SE721097-636860,Storuman,2421
WA93572185,SE624397-148650,Karlskrona,1080
WA93585025,SE630021-155450,Borgholm,0885
WA93586170,SE700557-135089,Åre,2321
WA93597045,SE729065-175452,Piteå,2581
WA93597835,SE645158-147876,Linköping,0580
WA93601999,SE670605-153144,Hofors,2104
WA93604307,SE685958-140552,Härjedalen,2361
WA93613266,SE632044-135443,Hylte,1315
WA93620147,SE722984-152143,Vilhelmina,2462
WA93629362,SE632612-134551,Hylte,1315
WA93641566,SE731371-171064,Piteå,2581
WA93641566,SE731371-171064,Älvsbyn,2560
WA93647282,SE747578-171824,Gällivare,2523
WA93650307,SE674625-148560,Falun,2080
WA93650307,SE674625-148560,Leksand,2029
WA93650786,SE699389-161675,Kramfors,2282
WA93661392,SE654576-151044,Vingåker,0428
WA93664328,SE696966-157938,Härnösand,2280
WA93671050,SE675999-155825,Ockelbo,2101
WA93685024,SE710709-163961,Bjurholm,2403
WA93685024,SE710709-163961,Åsele,2463
WA93685212,SE692307-145810,Ånge,2260
WA93700876,SE739575-184803,Övertorneå,2518
WA93702954,SE634925-537652,Hultsfred,0860
WA93705177,SE690961-149671,Ljusdal,2161
WA93707346,SE671849-146292,Gagnef,2026
WA93715408,SE663992-160212,Uppsala,0380
WA93715965,SE693785-133283,Härjedalen,2361
WA93718282,SE731273-147264,Storuman,2421
WA93721057,SE700329-160351,Kramfors,2282
WA93736125,SE663083-147032,Lindesberg,1885
WA93738159,SE710048-157068,Åsele,2463
WA93739120,SE740866-181344,Överkalix,2513
WA93747049,SE640574-142924,Jönköping,0680
WA93748621,SE731564-168094,Arvidsjaur,2505
WA93753272,SE733546-148778,Sorsele,2422
WA93761300,SE666028-164436,Norrtälje,0188
WA93761300,SE666028-164436,Uppsala,0380
WA93766570,SE657954-371780,Säffle,1785
WA93766881,SE744535-154472,Jokkmokk,2510
WA93770201,SE677162-144965,Mora,2062
WA93770201,SE677162-144965,Orsa,2034
WA93770483,SE727743-173506,Piteå,2581
WA93781779,SE652567-315044,Dals-Ed,1438
WA93784411,SE618685-133000,Eslöv,1285
WA93784411,SE618685-133000,Kävlinge,1261
WA93784411,SE618685-133000,Lomma,1262
WA93784411,SE618685-133000,Lund,1281
WA93790588,SE733763-148481,Sorsele,2422
WA93795531,SE650415-477988,Karlsborg,1446
WA93797248,SE738018-170973,Jokkmokk,2510
WA93819946,SE750554-163133,Gällivare,2523
WA93831987,SE701462-138607,Krokom,2309
WA93836620,SE730482-154117,Sorsele,2422
WA93839749,SE700532-155326,Sollefteå,2283
WA93847423,SE736712-171312,Jokkmokk,2510
WA93856971,SE667321-149549,Smedjebacken,2061
WA93866247,SE683040-138175,Älvdalen,2039
WA93866373,SE680909-135135,Malung-Sälen,2023
WA93867621,SE643962-152622,Västervik,0883
WA93870328,SE697778-138965,Berg,2326
WA93871553,SE640989-128262,Göteborg,1480
WA93871553,SE640989-128262,Partille,1402
WA93876597,SE633788-129647,Varberg,1383
WA93879127,SE724692-163140,Malå,2418
WA93882347,SE635708-150434,Hultsfred,0860
WA93886941,SE668351-158451,Tierp,0360
WA93894070,SE732009-148367,Sorsele,2422
WA93895353,SE685383-137912,Härjedalen,2361
WA93906691,SE683297-143897,Ljusdal,2161
WA93906966,SE737150-154600,Arjeplog,2506
WA93910201,SE676754-143366,Mora,2062
WA93910345,SE696113-139495,Berg,2326
WA93916368,SE680115-135765,Malung-Sälen,2023
WA93918486,SE667826-154905,Sandviken,2181
WA93923761,SE703913-166334,Örnsköldsvik,2284
WA93926968,SE677027-157248,Gävle,2180
WA93932937,SE750240-181741,Pajala,2521
WA93945458,SE698357-136466,Berg,2326
WA93947208,SE667052-141083,Filipstad,1782
WA93947208,SE667052-141083,Ludvika,2085
WA93953092,SE742208-178363,Överkalix,2513
WA93953963,SE697788-133166,Berg,2326
WA93962790,SE715600-147880,Strömsund,2313
WA93969557,SE704140-154232,Sollefteå,2283
WA93972692,SE709634-143663,Krokom,2309
WA93972814,SE697910-138680,Berg,2326
WA93982132,SE752451-179405,Pajala,2521
WA93993021,SE655407-131876,Åmål,1492
WA93997544,SE752498-155313,Jokkmokk,2510
WA94006177,SE648830-128432,Färgelanda,1439
WA94006177,SE648830-128432,Vänersborg,1487
WA94006544,SE708156-150643,Strömsund,2313
WA94009833,SE730042-625988,Arjeplog,2506
WA94015247,SE690215-151852,Nordanstig,2132
WA94017423,SE680768-150111,Ovanåker,2121
WA94020970,SE638145-380453,Svenljunga,1465
WA94032813,SE701014-154423,Sollefteå,2283
WA94039337,SE731451-166704,Arvidsjaur,2505
WA94044322,SE646515-147532,Linköping,0580
WA94046076,SE742981-184560,Övertorneå,2518
WA94047110,SE731712-175596,Boden,2582
WA94048140,SE733403-168850,Jokkmokk,2510
WA94059619,SE706977-163227,Örnsköldsvik,2284
WA94060571,SE699422-132800,Åre,2321
WA94061793,SE707558-170858,Umeå,2480
WA94068488,SE731126-150979,Sorsele,2422
WA94068746,SE673423-556494,Falun,2080
WA94072929,SE756817-165016,Kiruna,2584
WA94092828,SE705171-525290,Strömsund,2313
WA94098546,SE693662-148143,Ånge,2260
WA94098746,SE675246-152390,Falun,2080
WA94098746,SE675246-152390,Ockelbo,2101
WA94110689,SE688619-158444,Nordanstig,2132
WA94119456,SE668667-508059,Ludvika,2085
WA94122928,SE722577-171849,Skellefteå,2482
WA94126443,SE683690-156673,Hudiksvall,2184
WA94128230,SE633507-135351,Gislaved,0662
WA94128230,SE633507-135351,Hylte,1315
WA94132691,SE731391-144623,Storuman,2421
WA94133866,SE732318-172427,Boden,2582
WA94134227,SE728638-170636,Piteå,2581
WA94134227,SE728638-170636,Älvsbyn,2560
WA94138216,SE747721-158903,Jokkmokk,2510
WA94147310,SE693540-134237,Härjedalen,2361
WA94150854,SE685208-152849,Hudiksvall,2184
WA94169730,SE621914-446121,Kristianstad,1290
WA94169730,SE621914-446121,Östra Göinge,1256
WA94170446,SE707048-156025,Sollefteå,2283
WA94174776,SE696120-133073,Berg,2326
WA94174776,SE696120-133073,Härjedalen,2361
WA94176039,SE732165-182130,Kalix,2514
WA94181406,SE735529-176605,Boden,2582
WA94195312,SE671463-521714,Borlänge,2081
WA94195312,SE671463-521714,Falun,2080
WA94199337,SE673938-147078,Falun,2080
WA94199337,SE673938-147078,Leksand,2029
WA94201459,SE694033-149315,Ånge,2260
WA94205506,SE698872-146593,Bräcke,2305
WA94208978,SE736085-170917,Boden,2582
WA94208978,SE736085-170917,Jokkmokk,2510
WA94216699,SE704131-154476,Sollefteå,2283
WA94231083,SE685489-148249,Ljusdal,2161
WA94232152,SE667973-153764,Avesta,2084
WA94233875,SE662439-656579,Knivsta,0330
WA94238842,SE716788-139999,Strömsund,2313
WA94238997,SE676287-150955,Falun,2080
WA94242862,SE731823-150529,Sorsele,2422
WA94246958,SE754577-176798,Kiruna,2584
WA94255045,SE662664-164441,Norrtälje,0188
WA94256706,SE723686-151143,Vilhelmina,2462
WA94264887,SE735447-866110,Kalix,2514
WA94273561,SE637765-137092,Gislaved,0662
WA94273561,SE637765-137092,Tranemo,1452
WA94274554,SE663130-143734,Hällefors,1863
WA94275675,SE764218-169376,Kiruna,2584
WA94294549,SE708296-168733,Nordmaling,2401
WA94296925,SE686997-148420,Ljusdal,2161
WA94298049,SE712422-696896,Lycksele,2481
WA94309824,SE645589-137396,Falköping,1499
WA94317976,SE661280-126976,Marker,N119
WA94317976,SE661280-126976,Årjäng,1765
WA94318558,SE695618-134963,Härjedalen,2361
WA94322810,SE734246-147456,Sorsele,2422
WA94326299,SE669471-571729,Hedemora,2083
WA94332201,SE737770-148853,Arjeplog,2506
WA94336485,SE679380-157347,Söderhamn,2182
WA94343972,SE665457-165323,Norrtälje,0188
WA94343972,SE665457-165323,Uppsala,0380
WA94345692,SE637427-152492,Hultsfred,0860
WA94345692,SE637427-152492,Oskarshamn,0882
WA94345692,SE637427-152492,Vimmerby,0884
WA94350983,SE671462-154336,Sandviken,2181
WA94352899,SE674263-150003,Falun,2080
WA94369558,SE690212-583500,Sundsvall,2281
WA94374347,SE690314-148977,Ljusdal,2161
WA94376638,SE707137-150274,Strömsund,2313
WA94377510,SE696162-149588,Bräcke,2305
WA94380057,SE690947-139055,Härjedalen,2361
WA94398830,SE689691-137833,Härjedalen,2361
WA94401151,SE719397-171209,Skellefteå,2482
WA94409172,SE740719-155078,Arjeplog,2506
WA94409356,SE757548-173867,Kiruna,2584
WA94445732,SE678925-140220,Älvdalen,2039
WA94448396,SE717504-152239,Vilhelmina,2462
WA94448806,SE717002-160124,Lycksele,2481
WA94458182,SE761545-172718,Kiruna,2584
WA94482658,SE698040-162606,Kramfors,2282
WA94506815,SE689790-148880,Ljusdal,2161
WA94511867,SE710127-172820,Umeå,2480
WA94512546,SE633922-141070,Värnamo,0683
WA94514844,SE755918-180349,Kiruna,2584
WA94514844,SE755918-180349,Pajala,2521
WA94520142,SE664315-131500,Arvika,1784
WA94520459,SE675988-146608,Rättvik,2031
WA94521175,SE663888-162678,Uppsala,0380
WA94523296,SE702330-144176,Krokom,2309
WA94523296,SE702330-144176,Östersund,2380
WA94523772,SE709603-137889,Krokom,2309
WA94523772,SE709603-137889,Åre,2321
WA94531687,SE671074-156105,Sandviken,2181
WA94534073,SE709794-143607,Krokom,2309
WA94540357,SE681178-139155,Älvdalen,2039
WA94546874,SE715686-154384,Vilhelmina,2462
WA94547735,SE652962-331326,Dals-Ed,1438
WA94548216,SE727545-171539,Piteå,2581
WA94550627,SE715987-148437,Dorotea,2425
WA94550627,SE715987-148437,Strömsund,2313
WA94552987,SE732930-168213,Arvidsjaur,2505
WA94552987,SE732930-168213,Jokkmokk,2510
WA94553453,SE639403-128153,Härryda,1401
WA94553453,SE639403-128153,Mölndal,1481
WA94558037,SE715874-176150,Skellefteå,2482
WA94559555,SE721251-170606,Skellefteå,2482
WA94566441,SE763488-170966,Kiruna,2584
WA94568425,SE744997-161897,Jokkmokk,2510
WA94583383,SE672092-146356,Gagnef,2026
WA94586379,SE707555-133533,Åre,2321
WA94591557,SE682459-135498,Malung-Sälen,2023
WA94591557,SE682459-135498,Älvdalen,2039
WA94596931,SE682490-155766,Hudiksvall,2184
WA94605735,SE712136-163099,Åsele,2463
WA94607462,SE673781-152517,Falun,2080
WA94608175,SE707598-154004,Sollefteå,2283
WA94624811,SE716443-566709,Vilhelmina,2462
WA94626986,SE643474-126789,Stenungsund,1415
WA94629094,SE652150-149571,Finspång,0562
WA94635620,SE721275-149395,Vilhelmina,2462
WA94643672,SE706236-132491,Åre,2321
WA94654567,SE728811-163898,Arvidsjaur,2505
WA94663247,SE683338-151784,Ljusdal,2161
WA94680230,SE704846-161079,Örnsköldsvik,2284
WA94681892,SE696680-135146,Berg,2326
WA94682099,SE631998-505910,Växjö,0780
WA94688206,SE727923-158628,Sorsele,2422
WA94694033,SE650929-127107,Munkedal,1430
WA94721674,SE712893-166201,Vindeln,2404
WA94726680,SE721881-766856,Skellefteå,2482
WA94726827,SE699598-153998,Ragunda,2303
WA94729338,SE703892-134012,Åre,2321
WA94731620,SE647947-134730,Lidköping,1494
WA94731620,SE647947-134730,Skara,1495
WA94733027,SE693629-146858,Bräcke,2305
WA94733027,SE693629-146858,Ånge,2260
WA94736794,SE725527-170678,Piteå,2581
WA94751567,SE739635-184088,Övertorneå,2518
WA94756177,SE651025-154040,Nyköping,0480
WA94764558,SE693559-142901,Berg,2326
WA94765693,SE647177-138519,Falköping,1499
WA94765693,SE647177-138519,Skövde,1496
WA94766280,SE700458-131732,Åre,2321
WA94785140,SE717299-169042,Skellefteå,2482
WA94785823,SE676987-151438,Bollnäs,2183
WA94789043,SE657003-144472,Lekeberg,1814
WA94789683,SE652193-126445,Munkedal,1430
WA94797622,SE716413-148032,Dorotea,2425
WA94797622,SE716413-148032,Strömsund,2313
WA94799413,SE646383-149513,Linköping,0580
WA94800716,SE705416-136593,Åre,2321
WA94814355,SE688236-153308,Hudiksvall,2184
WA94829984,SE676177-154237,Ockelbo,2101
WA94835677,SE703219-159448,Örnsköldsvik,2284
WA94847638,SE705597-524189,Strömsund,2313
WA94858348,SE700284-160583,Kramfors,2282
WA94867720,SE740390-151014,Arjeplog,2506
WA94872258,SE706633-167697,Nordmaling,2401
WA94892556,SE712816-148856,Strömsund,2313
WA94892867,SE155-343-R,Hemnes,N1832
WA94892867,SE155-343-R,Storuman,2421
WA94899303,SE721431-143646,Strömsund,2313
WA94905042,SE633409-147522,Uppvidinge,0760
WA94909432,SE670747-141826,Vansbro,2021
WA94913798,SE761267-176713,Kiruna,2584
WA94921663,SE717539-142039,Strömsund,2313
WA94923350,SE698888-141889,Berg,2326
WA94928734,SE709586-167698,Bjurholm,2403
WA94934949,SE681700-142327,Orsa,2034
WA94943359,SE680180-149286,Ovanåker,2121
WA94947503,SE676535-576170,Ockelbo,2101
WA94957741,SE666949-156706,Heby,0331
WA94959762,SE655071-129467,Bengtsfors,1460
WA94959852,SE726829-595995,Sorsele,2422
WA94963878,SE678079-141192,Mora,2062
WA94963878,SE678079-141192,Älvdalen,2039
WA94968944,SE711891-170953,Umeå,2480
WA94973409,SE667541-161395,Östhammar,0382
WA94992132,SE685644-131780,Älvdalen,2039
WA94992408,SE704964-169034,Nordmaling,2401
WA94998105,SE744940-154788,Jokkmokk,2510
WA95000035,SE728571-152990,Sorsele,2422
WA95007403,SE728328-150903,Storuman,2421
WA95007856,SE701266-152110,Ragunda,2303
WA95011754,SE691623-154365,Sundsvall,2281
WA95014240,SE704067-152391,Sollefteå,2283
WA95014250,SE709515-139557,Krokom,2309
WA95021650,SE653210-157062,Nyköping,0480
WA95033829,SE733004-176350,Boden,2582
WA95038057,SE631950-144319,Växjö,0780
WA95042631,SE739520-158887,Arjeplog,2506
WA95053602,SE755085-168807,Kiruna,2584
WA95057333,SE663487-134663,Sunne,1766
WA95059607,SE705155-152430,Sollefteå,2283
WA95066195,SE628222-151474,Kalmar,0880
WA95066195,SE628222-151474,Nybro,0881
WA95080070,SE666370-141899,Ludvika,2085
WA95080587,SE756108-180736,Pajala,2521
WA95081059,SE706783-162421,Örnsköldsvik,2284
WA95081130,SE658702-139516,Karlstad,1780
WA95081130,SE658702-139516,Kristinehamn,1781
WA95087805,SE629979-144896,Växjö,0780
WA95090144,SE717508-749789,Skellefteå,2482
WA95090660,SE704983-159379,Örnsköldsvik,2284
WA95092190,SE707932-149189,Strömsund,2313
WA95101388,SE739897-553767,Arjeplog,2506
WA95104931,SE664065-166116,Norrtälje,0188
WA95122257,SE749618-177149,Kiruna,2584
WA95122257,SE749618-177149,Pajala,2521
WA95131668,SE691466-142260,Berg,2326
WA95131668,SE691466-142260,Härjedalen,2361
WA95132301,SE735580-177086,Boden,2582
WA95135303,SE690079-147124,Härjedalen,2361
WA95141151,SE652151-124320,Tanum,1435
WA95141545,SE726768-152008,Storuman,2421
WA95145764,SE624340-508604,Ronneby,1081
WA95146828,SE664237-148692,Skinnskatteberg,1904
WA95156597,SE654513-124436,Strömstad,1486
WA95157702,SE693171-152288,Ånge,2260
WA95160077,SE705497-132523,Åre,2321
WA95161293,SE709493-170163,Umeå,2480
WA95167395,SE715366-164397,Lycksele,2481
WA95172740,SE741892-161268,Jokkmokk,2510
WA95184966,SE634046-135868,Gislaved,0662
WA95201850,SE668638-136855,Hagfors,1783
WA95202655,SE675500-584017,Ockelbo,2101
WA95203682,SE689444-558846,Hudiksvall,2184
WA95207503,SE643982-154959,Valdemarsvik,0563
WA95224722,SE667260-136945,Hagfors,1783
WA95227147,SE677733-143932,Orsa,2034
WA95227842,SE697815-145624,Bräcke,2305
WA95227842,SE697815-145624,Östersund,2380
WA95235387,SE685925-131459,Älvdalen,2039
WA95243100,SE716219-143924,Strömsund,2313
WA95244892,SE677978-145081,Orsa,2034
WA95253897,SE713483-151162,Dorotea,2425
WA95253897,SE713483-151162,Strömsund,2313
WA95267266,SE683223-155175,Hudiksvall,2184
WA95268300,SE706475-133163,Åre,2321
WA95269542,SE718126-156725,Vilhelmina,2462
WA95270229,SE686341-135029,Älvdalen,2039
WA95279025,SE687053-144351,Härjedalen,2361
WA95279135,SE714732-149400,Strömsund,2313
WA95280637,SE719415-153079,Vilhelmina,2462
WA95283623,SE725927-144615,Storuman,2421
WA95285865,SE727293-164329,Arvidsjaur,2505
WA95286012,SE661623-130882,Arvika,1784
WA95289619,SE734808-168634,Jokkmokk,2510
WA95290237,SE684734-143952,Ljusdal,2161
WA95309528,SE706843-148666,Strömsund,2313
WA95310660,SE748658-180908,Pajala,2521
WA95318020,SE632072-133525,Hylte,1315
WA95324256,SE674499-443490,Malung-Sälen,2023
WA95327341,SE662116-151558,Surahammar,1907
WA95336358,SE686077-155316,Hudiksvall,2184
WA95338369,SE697239-518338,Bräcke,2305
WA95345458,SE707013-168304,Nordmaling,2401
WA95345779,SE672160-152888,Sandviken,2181
WA95348788,SE755533-175772,Kiruna,2584
WA95360937,SE685314-155376,Hudiksvall,2184
WA95376954,SE696949-155869,Sundsvall,2281
WA95383713,SE750954-156160,Jokkmokk,2510
WA95387549,SE708565-153916,Sollefteå,2283
WA95387549,SE708565-153916,Strömsund,2313
WA95407767,SE756939-161338,Kiruna,2584
WA95415052,SE721867-620379,Storuman,2421
WA95417937,SE729264-175497,Piteå,2581
WA95426103,SE656438-144056,Lekeberg,1814
WA95427500,SE664520-140591,Filipstad,1782
WA95433383,SE702258-132806,Åre,2321
WA95440355,SE726563-155714,Sorsele,2422
WA95442854,SE672352-147820,Falun,2080
WA95445943,SE719524-157172,Storuman,2421
WA95447085,SE683286-134857,Älvdalen,2039
WA95452051,SE671096-145656,Gagnef,2026
WA95454163,SE739892-155341,Arjeplog,2506
WA95463865,SE709004-168624,Vännäs,2460
WA95466769,SE671259-583711,Hofors,2104
WA95477653,SE679573-139939,Älvdalen,2039
WA95482523,SE697837-577727,Ragunda,2303
WA95486893,SE655109-126838,Dals-Ed,1438
WA95491651,SE755075-166273,Kiruna,2584
WA95512991,SE718159-169895,Norsjö,2417
WA95512991,SE718159-169895,Skellefteå,2482
WA95532424,SE635776-562239,Hultsfred,0860
WA95536011,SE694311-158287,Timrå,2262
WA95536224,SE733449-174581,Boden,2582
WA95543224,SE669972-149620,Säter,2082
WA95557804,SE731224-156226,Arjeplog,2506
WA95566085,SE729368-168582,Arvidsjaur,2505
WA95567463,SE663413-166447,Norrtälje,0188
WA95567664,SE709597-136368,Åre,2321
WA95569513,SE702897-164799,Örnsköldsvik,2284
WA95576672,SE706351-166606,Nordmaling,2401
WA95581086,SE745871-162188,Jokkmokk,2510
WA95589372,SE707872-397679,Åre,2321
WA95593175,SE703070-165238,Örnsköldsvik,2284
WA95597689,SE674596-614323,Gävle,2180
WA95602537,SE638397-166568,Gotland,0980
WA95604245,SE701101-163721,Örnsköldsvik,2284
WA95604594,SE730403-151484,Sorsele,2422
WA95609561,SE703662-145625,Östersund,2380
WA95609899,SE642239-153297,Västervik,0883
WA95614484,SE661018-146713,Lindesberg,1885
WA95619499,SE674175-132106,Torsby,1737
WA95621506,SE717019-146025,Strömsund,2313
WA95621577,SE727186-152377,Storuman,2421
WA95623174,SE696889-157003,Timrå,2262
WA95637704,SE715998-167623,Vindeln,2404
WA95643459,SE752900-179453,Pajala,2521
WA95644765,SE711717-728402,Vindeln,2404
WA95645078,SE670297-157712,Gävle,2180
WA95646626,SE724014-155481,Storuman,2421
WA95662094,SE669432-134460,Torsby,1737
WA95671287,SE674157-137429,Malung-Sälen,2023
WA95672057,SE698712-150030,Bräcke,2305
WA95676780,SE694564-137269,Härjedalen,2361
WA95678424,SE696692-149885,Bräcke,2305
WA95680338,SE628364-146296,Tingsryd,0763
WA95681909,SE741030-553217,Arjeplog,2506
WA95689295,SE639765-126882,Göteborg,1480
WA95689295,SE639765-126882,Mölndal,1481
WA95712084,SE645717-128093,Lilla Edet,1462
WA95718961,SE699187-146888,Bräcke,2305
WA95724339,SE727747-148660,Storuman,2421
WA95728563,SE672751-154035,Sandviken,2181
WA95734687,SE630386-140234,Ljungby,0781
WA95735212,SE718902-600458,Vilhelmina,2462
WA95740953,SE730242-153566,Sorsele,2422
WA95744704,SE671970-158108,Gävle,2180
WA95753385,SE641734-143617,Aneby,0604
WA95754585,SE734261-177206,Boden,2582
WA95794418,SE708106-158401,Örnsköldsvik,2284
WA95799922,SE738374-153384,Arjeplog,2506
WA95804937,SE761107-175959,Kiruna,2584
WA95811356,SE659781-148433,Lindesberg,1885
WA95824168,SE731168-161905,Arjeplog,2506
WA95825299,SE684396-156754,Hudiksvall,2184
WA95830402,SE692009-143156,Berg,2326
WA95838158,SE707765-135991,Åre,2321
WA95842746,SE701531-146736,Östersund,2380
WA95842886,SE729490-163867,Arvidsjaur,2505
WA95843453,SE707384-169697,Nordmaling,2401
WA95843453,SE707384-169697,Umeå,2480
WA95843789,SE681142-155954,Söderhamn,2182
WA95851354,SE638159-141595,Nässjö,0682
WA95851354,SE638159-141595,Vaggeryd,0665
WA95851901,SE664023-562760,Fagersta,1982
WA95851901,SE664023-562760,Sala,1981
WA95851901,SE664023-562760,Surahammar,1907
WA95861590,SE699541-152992,Ragunda,2303
WA95875860,SE640781-127057,Göteborg,1480
WA95894244,SE701015-147636,Ragunda,2303
WA95894604,SE732195-176620,Boden,2582
WA95906249,SE728908-170707,Piteå,2581
WA95906249,SE728908-170707,Älvsbyn,2560
WA95907449,SE736355-184116,Övertorneå,2518
WA95908121,SE728234-162972,Arvidsjaur,2505
WA95913132,SE652182-125716,Tanum,1435
WA95916282,SE699681-140219,Åre,2321
WA95916634,SE720704-145396,Dorotea,2425
WA95916634,SE720704-145396,Vilhelmina,2462
WA95917157,SE658774-139721,Kristinehamn,1781
WA95918773,SE737432-152530,Arjeplog,2506
WA95919910,SE690654-158163,Sundsvall,2281
WA95930698,SE718318-171777,Skellefteå,2482
WA95933072,SE732501-179716,Luleå,2580
WA95947055,SE741783-170998,Gällivare,2523
WA95948907,SE702752-149893,Ragunda,2303
WA95949561,SE753554-177064,Kiruna,2584
WA95960386,SE702444-143862,Krokom,2309
WA95973531,SE723710-165587,Malå,2418
WA95980278,SE743752-183357,Övertorneå,2518
WA95993220,SE722034-160996,Lycksele,2481
WA95998053,SE711293-163997,Åsele,2463
WA96005555,SE745507-169718,Gällivare,2523
WA96006951,SE701502-145456,Östersund,2380
WA96010311,SE671161-143408,Gagnef,2026
WA96019522,SE631920-129815,Falkenberg,1382
WA96021216,SE697549-495340,Bräcke,2305
WA96021216,SE697549-495340,Östersund,2380
WA96024544,SE681567-155613,Söderhamn,2182
WA96025133,SE759467-168571,Kiruna,2584
WA96037895,SE665981-153913,Sala,1981
WA96038341,SE760620-177603,Kiruna,2584
WA96045840,SE729302-175770,Luleå,2580
WA96049323,SE676612-141035,Mora,2062
WA96062077,SE670733-145167,Gagnef,2026
WA96078076,SE624877-138417,Hässleholm,1293
WA96078076,SE624877-138417,Osby,1273
WA96081490,SE701927-144613,Krokom,2309
WA96081490,SE701927-144613,Östersund,2380
WA96087769,SE689993-153668,Nordanstig,2132
WA96099511,SE663007-551821,Skinnskatteberg,1904
WA96100282,SE718428-144278,Strömsund,2313
WA96105336,SE729849-146406,Storuman,2421
WA96118705,SE692101-154053,Sundsvall,2281
WA96135121,SE634133-393565,Gislaved,0662
WA96141487,SE687392-147120,Ljusdal,2161
WA96151798,SE675247-138644,Malung-Sälen,2023
WA96151798,SE675247-138644,Mora,2062
WA96154404,SE734415-178630,Luleå,2580
WA96155756,SE736811-171474,Jokkmokk,2510
WA96161450,SE696058-154785,Sundsvall,2281
WA96161885,SE707914-166552,Nordmaling,2401
WA96164308,SE672490-141236,Vansbro,2021
WA96191758,SE742622-164561,Jokkmokk,2510
WA96199256,SE714166-151963,Dorotea,2425
WA96200456,SE727802-177106,Piteå,2581
WA96202619,SE668122-152734,Avesta,2084
WA96209182,SE720701-623883,Storuman,2421
WA96217612,SE730238-147115,Storuman,2421
WA96228175,SE673799-156707,Gävle,2180
WA96236704,SE725261-149461,Vilhelmina,2462
WA96243948,SE123-45-R,Tydal,N1665
WA96243948,SE123-45-R,Åre,2321
WA96262885,SE684316-137579,Älvdalen,2039
WA96267009,SE737300-176888,Boden,2582
WA96267009,SE737300-176888,Gällivare,2523
WA96267992,SE628060-137465,Ljungby,0781
WA96267992,SE628060-137465,Markaryd,0767
WA96271106,SE715209-176606,Skellefteå,2482
WA96272101,SE734860-174341,Boden,2582
WA96283304,SE708048-139617,Krokom,2309
WA96287168,SE688691-142818,Härjedalen,2361
WA96290759,SE719897-156762,Storuman,2421
WA96291720,SE729167-164957,Arvidsjaur,2505
WA96294585,SE669740-604777,Gävle,2180
WA96296478,SE632908-140099,Värnamo,0683
WA96308788,SE624173-141284,Kristianstad,1290
WA96309123,SE734164-177852,Boden,2582
WA96309123,SE734164-177852,Luleå,2580
WA96312950,SE700331-142027,Åre,2321
WA96329868,SE656020-144708,Lekeberg,1814
WA96339438,SE705072-153234,Sollefteå,2283
WA96344179,SE748965-558069,Jokkmokk,2510
WA96350409,SE733342-642388,Arjeplog,2506
WA96351736,SE722353-603694,Storuman,2421
WA96357828,SE732832-148317,Sorsele,2422
WA96358699,SE698734-161081,Kramfors,2282
WA96375763,SE637352-148266,Eksjö,0686
WA96375763,SE637352-148266,Hultsfred,0860
WA96375763,SE637352-148266,Vetlanda,0685
WA96381270,SE731223-177380,Boden,2582
WA96381302,SE702465-143501,Krokom,2309
WA96390980,SE723203-158328,Storuman,2421
WA96404064,SE720121-159237,Storuman,2421
WA96405478,SE705207-547292,Sollefteå,2283
WA96405478,SE705207-547292,Strömsund,2313
WA96416663,SE760628-170102,Kiruna,2584
WA96419402,SE735679-164661,Jokkmokk,2510
WA96428363,SE753699-173933,Kiruna,2584
WA96430884,SE720838-174983,Skellefteå,2482
WA96431139,SE695110-152256,Ånge,2260
WA96431620,SE659500-128992,Årjäng,1765
WA96437485,SE677098-157236,Gävle,2180
WA96446937,SE686503-158049,Nordanstig,2132
WA96452631,SE688955-600764,Nordanstig,2132
WA96455258,SE753650-158260,Gällivare,2523
WA96459246,SE700573-158330,Sollefteå,2283
WA96463147,SE705288-133409,Åre,2321
WA96464287,SE718810-175307,Skellefteå,2482
WA96466575,SE742794-183992,Övertorneå,2518
WA96469546,SE663015-150537,Skinnskatteberg,1904
WA96474978,SE744584-171308,Gällivare,2523
WA96476075,SE624676-133069,Ängelholm,1292
WA96482352,SE751883-173115,Kiruna,2584
WA96494232,SE725746-144816,Storuman,2421
WA96494232,SE725746-144816,Vilhelmina,2462
WA96499839,SE735125-179109,Luleå,2580
WA96499870,SE654452-151759,Katrineholm,0483
WA96499870,SE654452-151759,Vingåker,0428
WA96502651,SE658861-130080,Årjäng,1765
WA96527062,SE711885-143573,Krokom,2309
WA96530907,SE645407-149141,Linköping,0580
WA96553367,SE703138-138662,Åre,2321
WA96554628,SE741510-176525,Gällivare,2523
WA96563466,SE701605-133655,Åre,2321
WA96565873,SE639695-132623,Borås,1490
WA96570095,SE670550-148744,Borlänge,2081
WA96571303,SE708197-134150,Åre,2321
WA96572315,SE691209-143921,Berg,2326
WA96572315,SE691209-143921,Härjedalen,2361
WA96577414,SE756898-161839,Kiruna,2584
WA96585307,SE721909-148501,Vilhelmina,2462
WA96586230,SE641347-133703,Borås,1490
WA96587341,SE710796-174431,Robertsfors,2409
